Shipment ID,Order ID,Product ID,Origin Location ID,Destination Location ID,Carrier ID,Planned Ship Date,Actual Ship Date,Planned Delivery Date,Actual Delivery Date,Delivery Status,Quantity Shipped,Transportation Cost,Freight Type,Tracking Number,Reason for Delay
SHIP0163,ORD04632,PROD003,WH003,CUST184_ADDR,CAR001,6/7/25,6/8/25,6/11/25,6/11/25,Delivered,182,1565,Ground,TRK67667,N/A
SHIP0164,ORD03175,PROD003,WH001,CUST125_ADDR,CAR003,5/24/25,5/24/25,5/29/25,5/29/25,Delivered,137,939,Ground,TRK36007,N/A
SHIP0165,ORD01876,PROD002,WH002,CUST177_ADDR,CAR001,5/16/25,5/16/25,5/21/25,5/20/25,Delivered,121,1937,Ground,TRK67365,N/A
SHIP0166,ORD01682,PROD003,WH001,CUST129_ADDR,CAR003,5/22/25,5/23/25,5/28/25,5/28/25,Delivered,115,1719,Ground,TRK79932,N/A
SHIP0167,ORD03764,PROD001,WH001,CUST199_ADDR,CAR002,6/6/25,6/7/25,6/11/25,6/11/25,Delivered,93,1399,Rail,TRK14848,N/A
SHIP0168,ORD03605,PROD003,WH002,CUST173_ADDR,CAR004,5/28/25,5/28/25,5/31/25,5/31/25,Delivered,40,1211,Air,TRK06169,N/A
SHIP0169,ORD03379,PROD002,WH002,CUST148_ADDR,CAR001,6/1/25,6/1/25,6/7/25,6/6/25,Delivered,43,681,LTL,TRK43241,N/A
SHIP0170,ORD05631,PROD003,WH001,CUST158_ADDR,CAR001,6/2/25,6/3/25,6/4/25,6/4/25,Delivered,79,1974,Air,TRK05068,N/A
SHIP0171,ORD01738,PROD003,WH002,CUST165_ADDR,CAR001,5/15/25,5/15/25,5/19/25,5/19/25,Delivered,197,918,Rail,TRK18170,N/A
SHIP0172,ORD01916,PROD002,WH001,CUST149_ADDR,CAR004,5/18/25,5/18/25,5/23/25,5/23/25,Delivered,134,732,Air,TRK53183,N/A
SHIP0173,ORD05726,PROD002,WH002,CUST166_ADDR,CAR001,5/24/25,5/24/25,5/29/25,5/29/25,Delivered,23,1069,Ground,TRK59798,N/A
SHIP0174,ORD02508,PROD002,WH001,CUST178_ADDR,CAR001,6/14/25,6/14/25,6/21/25,6/20/25,Delivered,38,423,Ground,TRK16263,N/A
SHIP0175,ORD00023,PROD005,WH003,CUST184_ADDR,CAR001,5/23/25,5/23/25,5/25/25,5/25/25,Delivered,20,919,LTL,TRK37226,N/A
SHIP0176,ORD05675,PROD003,WH002,CUST148_ADDR,CAR001,5/17/25,5/17/25,5/22/25,5/22/25,Delivered,192,406,LTL,TRK63152,N/A
SHIP0177,ORD02454,PROD003,WH002,CUST159_ADDR,CAR003,5/21/25,5/22/25,5/24/25,5/24/25,Delivered,187,1594,Ground,TRK35229,N/A
SHIP0178,ORD01726,PROD003,WH001,CUST155_ADDR,CAR001,6/13/25,6/13/25,6/18/25,6/18/25,Delivered,95,1732,Ground,TRK64247,N/A
SHIP0179,ORD05446,PROD001,WH003,CUST140_ADDR,CAR002,5/23/25,5/23/25,5/25/25,5/25/25,Delivered,158,2000,Ground,TRK52138,N/A
SHIP0180,ORD00687,PROD004,WH001,CUST118_ADDR,CAR003,5/30/25,5/30/25,6/5/25,6/7/25,Delayed,157,572,LTL,TRK99603,Mechanical
SHIP0181,ORD01212,PROD004,WH001,CUST124_ADDR,CAR004,6/5/25,6/5/25,6/10/25,6/10/25,Delivered,142,1766,LTL,TRK65597,N/A
SHIP0182,ORD03443,PROD005,WH002,CUST150_ADDR,CAR001,6/2/25,6/3/25,6/4/25,6/4/25,Delivered,164,1402,LTL,TRK85188,N/A
SHIP0183,ORD00991,PROD004,WH003,CUST119_ADDR,CAR004,5/27/25,5/27/25,6/3/25,6/3/25,Delivered,174,1898,Air,TRK70464,N/A
SHIP0184,ORD05921,PROD003,WH001,CUST123_ADDR,CAR003,6/4/25,6/4/25,6/10/25,6/10/25,Delivered,76,611,LTL,TRK45066,N/A
SHIP0185,ORD04128,PROD001,WH002,CUST158_ADDR,CAR004,6/6/25,6/6/25,6/11/25,6/11/25,Delivered,104,1609,Ground,TRK62536,N/A
SHIP0186,ORD00341,PROD003,WH003,CUST191_ADDR,CAR001,5/20/25,5/21/25,5/26/25,5/26/25,Delivered,53,1986,LTL,TRK42412,N/A
SHIP0187,ORD04238,PROD005,WH003,CUST190_ADDR,CAR004,6/11/25,6/12/25,6/18/25,6/18/25,Delivered,111,800,Rail,TRK89712,N/A
SHIP0188,ORD04817,PROD002,WH001,CUST128_ADDR,CAR002,5/20/25,5/20/25,5/24/25,5/24/25,Delivered,173,1719,LTL,TRK94077,N/A
SHIP0189,ORD03787,PROD005,WH003,CUST107_ADDR,CAR001,5/23/25,5/23/25,5/26/25,5/26/25,Delivered,172,1437,LTL,TRK13279,N/A
SHIP0190,ORD05191,PROD004,WH001,CUST169_ADDR,CAR002,5/25/25,5/25/25,6/1/25,6/1/25,Delivered,34,605,LTL,TRK96520,N/A
SHIP0191,ORD00391,PROD004,WH002,CUST144_ADDR,CAR002,5/19/25,5/19/25,5/22/25,5/22/25,Delivered,178,430,Air,TRK16402,N/A
SHIP0192,ORD03301,PROD005,WH003,CUST116_ADDR,CAR003,5/29/25,5/29/25,6/2/25,6/2/25,Delivered,179,481,Air,TRK65170,N/A
SHIP0193,ORD02163,PROD005,WH003,CUST184_ADDR,CAR001,5/30/25,5/30/25,6/2/25,6/2/25,Delivered,52,988,Ground,TRK61549,N/A
SHIP0194,ORD00650,PROD003,WH001,CUST178_ADDR,CAR002,6/14/25,6/14/25,6/20/25,6/21/25,Delayed,63,1850,Ground,TRK29066,Weather
SHIP0195,ORD01731,PROD001,WH002,CUST144_ADDR,CAR001,6/1/25,6/1/25,6/6/25,6/7/25,Delayed,52,696,Air,TRK79814,Customs
SHIP0196,ORD01432,PROD002,WH002,CUST172_ADDR,CAR001,6/12/25,6/12/25,6/14/25,6/13/25,Delivered,95,479,Air,TRK51639,N/A
SHIP0197,ORD04308,PROD002,WH002,CUST177_ADDR,CAR001,6/4/25,6/4/25,6/9/25,6/9/25,Delivered,132,1805,Air,TRK79053,N/A
SHIP0198,ORD03522,PROD004,WH001,CUST186_ADDR,CAR001,6/5/25,6/5/25,6/12/25,6/11/25,Delivered,74,1524,Ground,TRK45952,N/A
SHIP0199,ORD04446,PROD002,WH001,CUST106_ADDR,CAR003,5/29/25,5/29/25,6/3/25,6/2/25,Delivered,78,1561,Rail,TRK56286,N/A
SHIP0200,ORD02801,PROD003,WH002,CUST124_ADDR,CAR002,6/13/25,6/13/25,6/15/25,6/15/25,Delivered,171,1006,Rail,TRK11278,N/A
SHIP0201,ORD05565,PROD001,WH001,CUST158_ADDR,CAR003,6/8/25,6/9/25,6/15/25,6/15/25,Delivered,87,753,Ground,TRK71370,N/A
SHIP0202,ORD03540,PROD003,WH003,CUST103_ADDR,CAR001,5/28/25,5/28/25,6/3/25,6/3/25,Delivered,175,922,Rail,TRK58169,N/A
SHIP0203,ORD05181,PROD001,WH003,CUST132_ADDR,CAR001,5/24/25,5/24/25,5/26/25,5/26/25,Delivered,53,1169,Air,TRK16689,N/A
SHIP0204,ORD01298,PROD005,WH003,CUST118_ADDR,CAR002,5/23/25,5/23/25,5/30/25,5/30/25,Delivered,156,445,Ground,TRK99404,N/A
SHIP0205,ORD00770,PROD004,WH002,CUST154_ADDR,CAR004,6/12/25,6/13/25,6/16/25,6/16/25,Delivered,78,762,Air,TRK69769,N/A
SHIP0206,ORD01876,PROD005,WH003,CUST159_ADDR,CAR004,5/17/25,5/17/25,5/23/25,5/22/25,Delivered,169,1131,Rail,TRK40654,N/A
SHIP0207,ORD01972,PROD001,WH002,CUST109_ADDR,CAR002,5/22/25,5/22/25,5/25/25,5/26/25,Delayed,66,1741,Ground,TRK91778,Weather
SHIP0208,ORD00656,PROD001,WH003,CUST166_ADDR,CAR002,5/23/25,5/23/25,5/27/25,5/29/25,Delayed,31,1200,Air,TRK93856,Traffic
SHIP0209,ORD04294,PROD005,WH001,CUST130_ADDR,CAR003,5/30/25,5/31/25,6/3/25,6/2/25,Delivered,129,930,Ground,TRK03966,N/A
SHIP0210,ORD00102,PROD002,WH003,CUST155_ADDR,CAR002,5/15/25,5/15/25,5/19/25,5/19/25,Delivered,113,1219,Rail,TRK44751,N/A
SHIP0211,ORD04974,PROD003,WH001,CUST136_ADDR,CAR003,5/24/25,5/24/25,5/30/25,5/30/25,Delivered,73,396,Rail,TRK91843,N/A
SHIP0212,ORD02512,PROD003,WH002,CUST101_ADDR,CAR003,5/29/25,5/29/25,5/31/25,5/31/25,Delivered,167,1199,Air,TRK73513,N/A
SHIP0213,ORD02806,PROD003,WH002,CUST144_ADDR,CAR003,6/13/25,6/13/25,6/19/25,6/19/25,Delivered,122,1027,Ground,TRK43391,N/A
SHIP0214,ORD02214,PROD004,WH001,CUST148_ADDR,CAR003,6/13/25,6/13/25,6/19/25,6/19/25,Delivered,154,1682,Ground,TRK88927,N/A
SHIP0215,ORD03796,PROD003,WH002,CUST180_ADDR,CAR001,5/15/25,5/15/25,5/22/25,5/22/25,Delivered,88,1835,Air,TRK27598,N/A
SHIP0216,ORD00471,PROD005,WH003,CUST153_ADDR,CAR001,6/4/25,6/4/25,6/10/25,6/10/25,Delivered,43,1935,Rail,TRK65693,N/A
SHIP0217,ORD02226,PROD003,WH002,CUST148_ADDR,CAR001,6/6/25,6/7/25,6/12/25,6/13/25,Delayed,95,1390,LTL,TRK45258,Customs
SHIP0218,ORD00360,PROD002,WH002,CUST139_ADDR,CAR001,6/1/25,6/1/25,6/3/25,6/3/25,Delivered,16,1754,Rail,TRK73019,N/A
SHIP0219,ORD01867,PROD003,WH001,CUST142_ADDR,CAR002,5/22/25,5/22/25,5/29/25,5/30/25,Delayed,181,1120,Rail,TRK45489,Customs
SHIP0220,ORD03506,PROD002,WH003,CUST153_ADDR,CAR003,5/30/25,5/31/25,6/5/25,6/7/25,Delayed,41,1255,LTL,TRK36941,Traffic
SHIP0221,ORD04510,PROD003,WH003,CUST137_ADDR,CAR003,5/21/25,5/21/25,5/26/25,5/26/25,Delivered,76,424,Ground,TRK25308,N/A
SHIP0222,ORD04130,PROD001,WH001,CUST183_ADDR,CAR003,5/23/25,5/24/25,5/29/25,5/29/25,Delivered,57,933,LTL,TRK92444,N/A
SHIP0223,ORD05734,PROD003,WH002,CUST107_ADDR,CAR001,5/25/25,5/26/25,5/30/25,5/30/25,Delivered,129,1721,Ground,TRK38780,N/A
SHIP0224,ORD04416,PROD003,WH002,CUST112_ADDR,CAR002,5/30/25,5/30/25,6/5/25,6/5/25,Delivered,131,1457,Air,TRK59709,N/A
SHIP0225,ORD01791,PROD005,WH003,CUST120_ADDR,CAR004,5/29/25,5/29/25,6/3/25,6/3/25,Delivered,13,951,Air,TRK99580,N/A
SHIP0226,ORD03425,PROD002,WH001,CUST105_ADDR,CAR004,5/22/25,5/23/25,5/28/25,5/28/25,Delivered,10,670,Ground,TRK67323,N/A
SHIP0227,ORD04030,PROD001,WH002,CUST190_ADDR,CAR003,6/12/25,6/12/25,6/15/25,6/14/25,Delivered,79,1622,Ground,TRK26672,N/A
SHIP0228,ORD05407,PROD004,WH002,CUST139_ADDR,CAR002,5/26/25,5/27/25,5/30/25,5/31/25,Delayed,45,1320,Air,TRK78180,Traffic
SHIP0229,ORD04905,PROD003,WH003,CUST115_ADDR,CAR002,5/17/25,5/17/25,5/20/25,5/20/25,Delivered,40,795,Ground,TRK08881,N/A
SHIP0230,ORD03093,PROD002,WH002,CUST154_ADDR,CAR004,6/1/25,6/2/25,6/8/25,6/8/25,Delivered,184,832,Rail,TRK03709,N/A
SHIP0231,ORD03139,PROD002,WH001,CUST103_ADDR,CAR002,5/28/25,5/29/25,6/1/25,6/1/25,Delivered,54,1955,LTL,TRK24793,N/A
SHIP0232,ORD02091,PROD001,WH001,CUST120_ADDR,CAR001,6/9/25,6/9/25,6/11/25,6/12/25,Delayed,178,885,Air,TRK94149,Weather
SHIP0233,ORD05011,PROD002,WH001,CUST163_ADDR,CAR004,5/20/25,5/20/25,5/25/25,5/25/25,Delivered,56,380,LTL,TRK61026,N/A
SHIP0234,ORD04903,PROD002,WH002,CUST155_ADDR,CAR001,5/30/25,5/31/25,6/1/25,6/1/25,Delivered,132,1249,LTL,TRK66208,N/A
SHIP0235,ORD03356,PROD001,WH002,CUST111_ADDR,CAR001,5/22/25,5/22/25,5/24/25,5/24/25,Delivered,158,482,Ground,TRK32937,N/A
SHIP0236,ORD03597,PROD002,WH003,CUST112_ADDR,CAR003,6/9/25,6/9/25,6/16/25,6/15/25,Delivered,109,1763,Rail,TRK30329,N/A
SHIP0237,ORD02405,PROD005,WH001,CUST159_ADDR,CAR003,6/3/25,6/3/25,6/10/25,6/10/25,Delivered,97,1776,LTL,TRK97478,N/A
SHIP0238,ORD02146,PROD003,WH003,CUST105_ADDR,CAR001,6/12/25,6/13/25,6/17/25,6/18/25,Delayed,77,901,Ground,TRK60684,Mechanical
SHIP0239,ORD00185,PROD003,WH002,CUST191_ADDR,CAR002,6/6/25,6/6/25,6/9/25,6/9/25,Delivered,173,654,Rail,TRK18329,N/A
SHIP0240,ORD05310,PROD004,WH003,CUST168_ADDR,CAR002,6/14/25,6/15/25,6/19/25,6/20/25,Delayed,188,1342,Rail,TRK04438,Customs
SHIP0241,ORD01292,PROD004,WH001,CUST135_ADDR,CAR003,6/4/25,6/5/25,6/9/25,6/9/25,Delivered,23,1507,Ground,TRK63758,N/A
SHIP0242,ORD04295,PROD005,WH001,CUST148_ADDR,CAR004,5/30/25,5/30/25,6/5/25,6/5/25,Delivered,138,1736,LTL,TRK88972,N/A
SHIP0243,ORD02187,PROD002,WH001,CUST107_ADDR,CAR004,5/28/25,5/29/25,5/30/25,5/31/25,Delayed,113,1333,LTL,TRK88342,Traffic
SHIP0244,ORD02601,PROD002,WH001,CUST197_ADDR,CAR001,6/6/25,6/6/25,6/11/25,6/11/25,Delivered,71,1376,Rail,TRK05778,N/A
SHIP0245,ORD01688,PROD004,WH001,CUST155_ADDR,CAR001,5/22/25,5/22/25,5/29/25,5/29/25,Delivered,142,956,Ground,TRK10243,N/A
SHIP0246,ORD01437,PROD004,WH002,CUST106_ADDR,CAR001,6/3/25,6/4/25,6/5/25,6/5/25,Delivered,108,1236,LTL,TRK33501,N/A
SHIP0247,ORD00132,PROD002,WH002,CUST112_ADDR,CAR002,6/6/25,6/6/25,6/9/25,6/9/25,Delivered,112,1299,Air,TRK19623,N/A
SHIP0248,ORD01075,PROD002,WH003,CUST181_ADDR,CAR002,5/26/25,5/27/25,6/2/25,6/2/25,Delivered,166,1508,Air,TRK75783,N/A
SHIP0249,ORD03695,PROD003,WH002,CUST143_ADDR,CAR002,6/7/25,6/7/25,6/11/25,6/13/25,Delayed,135,1587,Rail,TRK76849,Customs
SHIP0250,ORD04851,PROD002,WH003,CUST136_ADDR,CAR001,5/25/25,5/25/25,5/28/25,5/28/25,Delivered,13,562,Rail,TRK71158,N/A
SHIP0251,ORD02229,PROD001,WH003,CUST127_ADDR,CAR003,6/10/25,6/11/25,6/17/25,6/17/25,Delivered,189,652,Air,TRK11094,N/A
SHIP0252,ORD05036,PROD002,WH003,CUST153_ADDR,CAR004,6/8/25,6/8/25,6/12/25,6/12/25,Delivered,178,1121,Air,TRK48877,N/A
SHIP0253,ORD02792,PROD001,WH003,CUST116_ADDR,CAR001,5/30/25,5/30/25,6/6/25,6/6/25,Delivered,72,810,Air,TRK61941,N/A
SHIP0254,ORD04387,PROD001,WH002,CUST172_ADDR,CAR004,6/8/25,6/8/25,6/11/25,6/11/25,Delivered,177,317,Ground,TRK60560,N/A
SHIP0255,ORD02584,PROD004,WH001,CUST117_ADDR,CAR003,5/18/25,5/18/25,5/24/25,5/25/25,Delayed,107,573,Ground,TRK56084,Mechanical
SHIP0256,ORD03311,PROD004,WH003,CUST149_ADDR,CAR004,5/17/25,5/18/25,5/23/25,5/24/25,Delayed,194,972,LTL,TRK21784,Weather
SHIP0257,ORD03286,PROD004,WH003,CUST170_ADDR,CAR002,5/26/25,5/26/25,5/31/25,5/31/25,Delivered,178,978,Rail,TRK34119,N/A
SHIP0258,ORD00966,PROD001,WH003,CUST156_ADDR,CAR004,6/12/25,6/12/25,6/18/25,6/19/25,Delayed,54,462,LTL,TRK34542,Weather
SHIP0259,ORD01270,PROD004,WH003,CUST165_ADDR,CAR004,5/20/25,5/21/25,5/24/25,5/26/25,Delayed,47,1345,Rail,TRK32688,Weather
SHIP0260,ORD04499,PROD003,WH003,CUST194_ADDR,CAR004,5/25/25,5/26/25,5/28/25,5/28/25,Delivered,60,904,Ground,TRK19002,N/A
SHIP0261,ORD04140,PROD004,WH002,CUST129_ADDR,CAR002,6/12/25,6/12/25,6/15/25,6/15/25,Delivered,177,705,Ground,TRK82785,N/A
SHIP0262,ORD05605,PROD002,WH001,CUST168_ADDR,CAR001,5/28/25,5/28/25,5/30/25,5/30/25,Delivered,24,449,LTL,TRK51366,N/A
SHIP0263,ORD01733,PROD001,WH001,CUST152_ADDR,CAR003,5/22/25,5/22/25,5/24/25,5/24/25,Delivered,103,1268,Ground,TRK40480,N/A
SHIP0264,ORD00374,PROD004,WH003,CUST181_ADDR,CAR002,5/27/25,5/27/25,6/2/25,6/2/25,Delivered,189,1934,Air,TRK89871,N/A
SHIP0265,ORD01095,PROD005,WH003,CUST167_ADDR,CAR001,5/29/25,5/29/25,6/2/25,6/2/25,Delivered,189,593,LTL,TRK81407,N/A
SHIP0266,ORD03888,PROD002,WH001,CUST152_ADDR,CAR004,6/1/25,6/1/25,6/5/25,6/5/25,Delivered,27,485,LTL,TRK59336,N/A
SHIP0267,ORD04532,PROD005,WH002,CUST131_ADDR,CAR004,5/25/25,5/25/25,5/30/25,5/30/25,Delivered,172,894,Air,TRK71932,N/A
SHIP0268,ORD02756,PROD001,WH001,CUST130_ADDR,CAR001,5/16/25,5/16/25,5/19/25,5/19/25,Delivered,50,1938,Air,TRK06371,N/A
SHIP0269,ORD05439,PROD005,WH003,CUST199_ADDR,CAR003,6/1/25,6/2/25,6/7/25,6/7/25,Delivered,33,705,Ground,TRK50839,N/A
SHIP0270,ORD05606,PROD004,WH002,CUST115_ADDR,CAR003,5/24/25,5/24/25,5/28/25,5/28/25,Delivered,200,1860,Ground,TRK10378,N/A
SHIP0271,ORD04727,PROD004,WH003,CUST101_ADDR,CAR002,6/5/25,6/5/25,6/11/25,6/11/25,Delivered,138,1193,LTL,TRK61331,N/A
SHIP0272,ORD01352,PROD002,WH001,CUST133_ADDR,CAR001,5/20/25,5/21/25,5/23/25,5/25/25,Delayed,80,585,Rail,TRK11459,Weather
SHIP0273,ORD01987,PROD003,WH001,CUST144_ADDR,CAR003,6/7/25,6/7/25,6/12/25,6/12/25,Delivered,64,1713,Rail,TRK62021,N/A
SHIP0274,ORD01283,PROD004,WH003,CUST198_ADDR,CAR002,6/3/25,6/3/25,6/5/25,6/6/25,Delayed,109,503,Ground,TRK32144,Customs
SHIP0275,ORD02135,PROD001,WH003,CUST114_ADDR,CAR004,5/21/25,5/21/25,5/28/25,5/28/25,Delivered,64,719,LTL,TRK76481,N/A
SHIP0276,ORD03467,PROD001,WH001,CUST160_ADDR,CAR004,6/5/25,6/5/25,6/9/25,6/9/25,Delivered,197,1220,Ground,TRK73025,N/A
SHIP0277,ORD01955,PROD001,WH002,CUST181_ADDR,CAR001,5/30/25,5/30/25,6/6/25,6/5/25,Delivered,180,1145,Air,TRK17981,N/A
SHIP0278,ORD04764,PROD005,WH003,CUST109_ADDR,CAR004,6/1/25,6/1/25,6/3/25,6/3/25,Delivered,198,866,Ground,TRK37795,N/A
SHIP0279,ORD00720,PROD004,WH002,CUST128_ADDR,CAR003,6/3/25,6/3/25,6/9/25,6/11/25,Delayed,61,986,Air,TRK54563,Mechanical
SHIP0280,ORD00276,PROD005,WH002,CUST167_ADDR,CAR002,5/31/25,5/31/25,6/5/25,6/5/25,Delivered,119,817,Rail,TRK77347,N/A
SHIP0281,ORD04703,PROD002,WH003,CUST165_ADDR,CAR004,5/16/25,5/17/25,5/23/25,5/22/25,Delivered,113,1879,Air,TRK68091,N/A
SHIP0282,ORD01724,PROD004,WH003,CUST189_ADDR,CAR004,5/18/25,5/18/25,5/20/25,5/20/25,Delivered,64,1935,Ground,TRK31764,N/A
SHIP0283,ORD02360,PROD005,WH001,CUST117_ADDR,CAR002,5/20/25,5/20/25,5/23/25,5/23/25,Delivered,111,454,Rail,TRK94336,N/A
SHIP0284,ORD05280,PROD001,WH002,CUST180_ADDR,CAR002,6/11/25,6/11/25,6/17/25,6/17/25,Delivered,199,611,Air,TRK37111,N/A
SHIP0285,ORD01184,PROD005,WH001,CUST128_ADDR,CAR001,5/15/25,5/16/25,5/18/25,5/18/25,Delivered,28,335,LTL,TRK14642,N/A
SHIP0286,ORD02120,PROD003,WH002,CUST132_ADDR,CAR003,5/15/25,5/15/25,5/17/25,5/17/25,Delivered,112,371,Rail,TRK08233,N/A
SHIP0287,ORD03990,PROD004,WH001,CUST143_ADDR,CAR003,5/17/25,5/17/25,5/19/25,5/19/25,Delivered,149,1914,Air,TRK43996,N/A
SHIP0288,ORD04645,PROD002,WH003,CUST188_ADDR,CAR004,6/10/25,6/10/25,6/13/25,6/12/25,Delivered,62,1317,Ground,TRK11165,N/A
SHIP0289,ORD04018,PROD003,WH002,CUST198_ADDR,CAR003,5/16/25,5/16/25,5/20/25,5/20/25,Delivered,161,849,LTL,TRK20068,N/A
SHIP0290,ORD03099,PROD004,WH002,CUST134_ADDR,CAR003,6/6/25,6/6/25,6/9/25,6/9/25,Delivered,93,371,LTL,TRK81625,N/A
SHIP0291,ORD03926,PROD004,WH001,CUST171_ADDR,CAR003,5/18/25,5/19/25,5/24/25,5/24/25,Delivered,82,870,Ground,TRK68508,N/A
SHIP0292,ORD01242,PROD003,WH003,CUST160_ADDR,CAR002,6/7/25,6/8/25,6/11/25,6/10/25,Delivered,57,1322,Rail,TRK86545,N/A
SHIP0293,ORD02118,PROD005,WH002,CUST133_ADDR,CAR002,6/7/25,6/8/25,6/11/25,6/11/25,Delivered,55,654,Rail,TRK28571,N/A
SHIP0294,ORD03960,PROD002,WH001,CUST189_ADDR,CAR004,6/2/25,6/2/25,6/7/25,6/7/25,Delivered,26,1064,Ground,TRK09387,N/A
SHIP0295,ORD02851,PROD002,WH001,CUST147_ADDR,CAR001,6/10/25,6/11/25,6/17/25,6/17/25,Delivered,42,1594,Air,TRK65113,N/A
SHIP0296,ORD04278,PROD002,WH003,CUST162_ADDR,CAR001,5/24/25,5/25/25,5/28/25,5/28/25,Delivered,73,1851,Rail,TRK99190,N/A
SHIP0297,ORD03820,PROD002,WH002,CUST129_ADDR,CAR002,6/4/25,6/4/25,6/6/25,6/6/25,Delivered,96,1635,Ground,TRK72219,N/A
SHIP0298,ORD05187,PROD001,WH002,CUST185_ADDR,CAR002,6/6/25,6/6/25,6/11/25,6/12/25,Delayed,136,1576,Ground,TRK69747,Mechanical
SHIP0299,ORD01088,PROD003,WH003,CUST153_ADDR,CAR003,5/29/25,5/29/25,6/4/25,6/4/25,Delivered,33,382,LTL,TRK95795,N/A
SHIP0300,ORD03963,PROD003,WH002,CUST115_ADDR,CAR003,6/11/25,6/11/25,6/17/25,6/17/25,Delivered,63,1843,Rail,TRK20283,N/A
SHIP0301,ORD03290,PROD001,WH002,CUST132_ADDR,CAR001,6/11/25,6/11/25,6/14/25,6/14/25,Delivered,15,957,Air,TRK33517,N/A
SHIP0302,ORD02149,PROD004,WH001,CUST142_ADDR,CAR002,5/19/25,5/19/25,5/21/25,5/21/25,Delivered,146,640,Ground,TRK35980,N/A
SHIP0303,ORD00945,PROD003,WH003,CUST197_ADDR,CAR004,5/29/25,5/29/25,6/5/25,6/5/25,Delivered,149,487,Air,TRK94098,N/A
SHIP0304,ORD03539,PROD004,WH001,CUST103_ADDR,CAR004,5/16/25,5/16/25,5/22/25,5/22/25,Delivered,195,1854,Air,TRK41889,N/A
SHIP0305,ORD05407,PROD004,WH001,CUST125_ADDR,CAR003,5/31/25,5/31/25,6/7/25,6/7/25,Delivered,180,1099,Ground,TRK93280,N/A
SHIP0306,ORD01070,PROD001,WH001,CUST194_ADDR,CAR002,5/29/25,5/29/25,6/5/25,6/5/25,Delivered,12,1740,Air,TRK88981,N/A
SHIP0307,ORD01640,PROD001,WH001,CUST112_ADDR,CAR002,6/14/25,6/14/25,6/20/25,6/20/25,Delivered,175,614,Ground,TRK74984,N/A
SHIP0308,ORD03930,PROD002,WH001,CUST169_ADDR,CAR001,6/4/25,6/5/25,6/11/25,6/10/25,Delivered,64,892,Ground,TRK67981,N/A
SHIP0309,ORD04343,PROD004,WH001,CUST129_ADDR,CAR003,5/24/25,5/24/25,5/30/25,5/30/25,Delivered,200,757,Rail,TRK09791,N/A
SHIP0310,ORD01229,PROD005,WH002,CUST185_ADDR,CAR002,6/2/25,6/2/25,6/6/25,6/6/25,Delivered,177,1417,Ground,TRK92715,N/A
SHIP0311,ORD02526,PROD001,WH003,CUST144_ADDR,CAR002,6/14/25,6/14/25,6/19/25,6/19/25,Delivered,173,1036,Ground,TRK27963,N/A
SHIP0312,ORD02339,PROD004,WH003,CUST158_ADDR,CAR004,5/21/25,5/21/25,5/24/25,5/26/25,Delayed,35,1128,Rail,TRK27653,Weather
SHIP0313,ORD05172,PROD001,WH003,CUST192_ADDR,CAR002,6/14/25,6/14/25,6/16/25,6/16/25,Delivered,151,1139,Ground,TRK17555,N/A
SHIP0314,ORD01533,PROD003,WH003,CUST149_ADDR,CAR004,5/15/25,5/15/25,5/17/25,5/17/25,Delivered,39,354,Ground,TRK37091,N/A
SHIP0315,ORD05583,PROD001,WH002,CUST173_ADDR,CAR001,5/23/25,5/24/25,5/30/25,6/1/25,Delayed,67,1859,Air,TRK62459,Traffic
SHIP0316,ORD00543,PROD001,WH002,CUST181_ADDR,CAR001,5/25/25,5/26/25,5/31/25,5/30/25,Delivered,67,1077,Ground,TRK13336,N/A
SHIP0317,ORD01880,PROD005,WH003,CUST121_ADDR,CAR003,5/23/25,5/23/25,5/30/25,5/30/25,Delivered,124,1706,Rail,TRK47163,N/A
SHIP0318,ORD04133,PROD002,WH003,CUST103_ADDR,CAR003,5/30/25,5/31/25,6/5/25,6/5/25,Delivered,129,961,LTL,TRK23481,N/A
SHIP0319,ORD04376,PROD004,WH003,CUST156_ADDR,CAR002,5/21/25,5/22/25,5/24/25,5/24/25,Delivered,137,1905,Rail,TRK66456,N/A
SHIP0320,ORD01383,PROD005,WH003,CUST123_ADDR,CAR001,6/8/25,6/8/25,6/12/25,6/12/25,Delivered,90,694,Rail,TRK72733,N/A
SHIP0321,ORD05720,PROD003,WH002,CUST173_ADDR,CAR001,5/16/25,5/16/25,5/23/25,5/23/25,Delivered,105,1211,Air,TRK69354,N/A
SHIP0322,ORD05864,PROD003,WH002,CUST153_ADDR,CAR001,6/5/25,6/5/25,6/9/25,6/9/25,Delivered,172,687,Rail,TRK35724,N/A
SHIP0323,ORD04295,PROD005,WH001,CUST122_ADDR,CAR001,5/30/25,5/31/25,6/5/25,6/5/25,Delivered,180,1630,Ground,TRK99494,N/A
SHIP0324,ORD02816,PROD003,WH003,CUST123_ADDR,CAR002,6/14/25,6/14/25,6/18/25,6/18/25,Delivered,11,957,Rail,TRK28189,N/A
SHIP0325,ORD05788,PROD005,WH001,CUST114_ADDR,CAR001,5/22/25,5/23/25,5/29/25,5/30/25,Delayed,75,580,LTL,TRK75217,Customs
SHIP0326,ORD02830,PROD005,WH002,CUST146_ADDR,CAR002,6/12/25,6/12/25,6/16/25,6/17/25,Delayed,33,308,LTL,TRK35581,Customs
