Purchase Order ID,Product ID,Supplier ID,Order Date,Requested Delivery Date (Supplier),Actual Delivery Date (Supplier),Quantity Ordered,Quantity Received,Unit Cost,Total PO Value,Payment Terms,Supplier Lead Time (Standard),Supplier Quality Rating
PO0255,PROD005,SUPP001,4/4/25,4/22/25,4/20/25,35,32,167,"5,845",Net 45,18,B
PO0256,PROD004,SUPP004,5/2/25,5/12/25,5/13/25,346,343,100,"34,600",Net 45,10,A
PO0257,PROD004,SUPP001,5/7/25,5/25/25,5/28/25,142,142,85,"12,070",Net 30,18,B
PO0258,PROD005,SUPP001,5/25/25,6/7/25,6/10/25,492,491,62,"30,504",Net 30,13,B
PO0259,PROD005,SUPP004,5/21/25,6/6/25,6/4/25,455,453,99,"45,045",Net 60,16,B
PO0260,PROD003,SUPP003,4/27/25,5/17/25,5/17/25,88,88,147,"12,936",Net 45,20,A
PO0261,PROD005,SUPP002,4/16/25,4/28/25,5/1/25,90,86,71,"6,390",Net 45,12,A
PO0262,PROD003,SUPP001,4/10/25,4/30/25,5/1/25,114,111,69,"7,866",Net 30,20,B
PO0263,PROD003,SUPP001,4/14/25,4/25/25,4/28/25,421,417,136,"57,256",Net 60,11,B
PO0264,PROD002,SUPP002,5/3/25,5/23/25,5/25/25,268,266,72,"19,296",Net 60,20,B
PO0265,PROD001,SUPP001,5/8/25,5/18/25,5/21/25,341,340,149,"50,809",Net 30,10,A
PO0266,PROD003,SUPP003,5/11/25,5/26/25,5/27/25,110,110,136,"14,960",Net 30,15,A
PO0267,PROD005,SUPP002,4/29/25,5/9/25,5/10/25,412,412,177,"72,924",Net 60,10,C
PO0268,PROD004,SUPP004,5/10/25,5/30/25,6/2/25,394,391,80,"31,520",Net 60,20,C
PO0269,PROD005,SUPP004,4/17/25,4/28/25,4/30/25,494,492,146,"72,124",Net 60,11,B
PO0270,PROD002,SUPP001,4/8/25,4/23/25,4/23/25,124,120,71,"8,804",Net 45,15,B
PO0271,PROD004,SUPP001,4/15/25,4/25/25,4/25/25,109,105,141,"15,369",Net 45,10,A
PO0272,PROD001,SUPP001,5/26/25,6/7/25,6/10/25,490,490,104,"50,960",Net 30,12,A
PO0273,PROD004,SUPP001,4/3/25,4/22/25,4/23/25,356,351,58,"20,648",Net 60,19,A
PO0274,PROD005,SUPP001,4/8/25,4/19/25,4/19/25,347,347,52,"18,044",Net 45,11,B
PO0275,PROD005,SUPP002,5/30/25,6/14/25,6/13/25,443,438,188,"83,284",Net 45,15,B
PO0276,PROD004,SUPP002,5/11/25,5/28/25,5/26/25,36,35,58,"2,088",Net 60,17,C
PO0277,PROD002,SUPP004,5/17/25,5/27/25,5/26/25,84,84,106,"8,904",Net 60,10,A
PO0278,PROD003,SUPP002,4/24/25,5/9/25,5/8/25,394,389,62,"24,428",Net 45,15,A
PO0279,PROD003,SUPP003,4/5/25,4/16/25,4/15/25,49,47,152,"7,448",Net 45,11,A
PO0280,PROD002,SUPP003,5/8/25,5/28/25,5/28/25,175,172,129,"22,575",Net 30,20,A
PO0281,PROD004,SUPP001,4/24/25,5/12/25,5/13/25,246,246,112,"27,552",Net 30,18,B
PO0282,PROD001,SUPP003,5/1/25,5/11/25,5/12/25,319,315,113,"36,047",Net 60,10,A
PO0283,PROD001,SUPP002,4/21/25,5/7/25,5/9/25,120,118,133,"15,960",Net 60,16,C
PO0284,PROD002,SUPP004,5/27/25,6/8/25,6/10/25,468,466,78,"36,504",Net 60,12,C
PO0285,PROD004,SUPP003,4/12/25,4/26/25,4/27/25,471,469,62,"29,202",Net 60,14,A
PO0286,PROD005,SUPP001,4/20/25,5/10/25,5/9/25,451,450,146,"65,846",Net 30,20,A
PO0287,PROD001,SUPP002,4/23/25,5/11/25,5/13/25,407,407,111,"45,177",Net 45,18,C
PO0288,PROD002,SUPP003,4/22/25,5/3/25,5/2/25,126,125,138,"17,388",Net 45,11,C
PO0289,PROD003,SUPP001,5/4/25,5/22/25,5/23/25,441,439,161,"71,001",Net 45,18,C
PO0290,PROD004,SUPP001,5/9/25,5/29/25,5/27/25,453,453,148,"67,044",Net 60,20,C
PO0291,PROD002,SUPP004,4/24/25,5/13/25,5/16/25,199,196,94,"18,706",Net 60,19,C
PO0292,PROD005,SUPP003,5/15/25,6/1/25,6/3/25,114,111,116,"13,224",Net 60,17,A
PO0293,PROD003,SUPP002,5/4/25,5/15/25,5/15/25,296,293,56,"16,576",Net 45,11,B
PO0294,PROD003,SUPP003,4/17/25,5/2/25,5/3/25,403,403,81,"32,643",Net 30,15,B
PO0295,PROD003,SUPP001,4/7/25,4/27/25,4/25/25,432,432,195,"84,240",Net 45,20,B
PO0296,PROD001,SUPP002,4/11/25,4/22/25,4/25/25,210,210,144,"30,240",Net 60,11,A
PO0297,PROD003,SUPP004,4/26/25,5/14/25,5/13/25,209,205,160,"33,440",Net 30,18,A
PO0298,PROD005,SUPP002,4/8/25,4/26/25,4/24/25,118,117,126,"14,868",Net 30,18,C
PO0299,PROD003,SUPP004,5/4/25,5/17/25,5/20/25,120,115,183,"21,960",Net 60,13,B
PO0300,PROD003,SUPP003,5/3/25,5/22/25,5/23/25,325,320,122,"39,650",Net 45,19,A
PO0301,PROD002,SUPP004,4/15/25,4/25/25,4/25/25,488,488,92,"44,896",Net 60,10,C
PO0302,PROD004,SUPP002,4/10/25,4/20/25,4/20/25,283,281,190,"53,770",Net 45,10,C
PO0303,PROD003,SUPP003,5/21/25,5/31/25,6/3/25,272,270,196,"53,312",Net 45,10,C
PO0304,PROD003,SUPP002,4/29/25,5/17/25,5/15/25,323,319,67,"21,641",Net 30,18,C
PO0305,PROD003,SUPP001,5/21/25,6/4/25,6/7/25,196,194,52,"10,192",Net 30,14,C
PO0306,PROD002,SUPP002,5/18/25,6/3/25,6/1/25,200,197,134,"26,800",Net 30,16,C
PO0307,PROD001,SUPP003,5/14/25,5/26/25,5/25/25,304,300,116,"35,264",Net 60,12,A
PO0308,PROD003,SUPP003,4/19/25,5/7/25,5/10/25,438,437,72,"31,536",Net 30,18,A
PO0309,PROD003,SUPP003,4/7/25,4/19/25,4/18/25,178,175,129,"22,962",Net 45,12,B
PO0310,PROD004,SUPP002,4/14/25,4/25/25,4/24/25,320,320,109,"34,880",Net 45,11,C
PO0311,PROD002,SUPP004,4/17/25,5/4/25,5/5/25,370,367,58,"21,460",Net 30,17,A
PO0312,PROD002,SUPP003,4/5/25,4/23/25,4/21/25,199,196,70,"13,930",Net 30,18,B
PO0313,PROD003,SUPP002,5/26/25,6/13/25,6/15/25,409,406,74,"30,266",Net 30,18,C
PO0314,PROD001,SUPP003,4/6/25,4/24/25,4/25/25,107,107,114,"12,198",Net 45,18,B
PO0315,PROD005,SUPP001,4/26/25,5/15/25,5/14/25,56,52,87,"4,872",Net 60,19,A
PO0316,PROD002,SUPP004,5/23/25,6/2/25,6/2/25,447,442,194,"86,718",Net 60,10,B
PO0317,PROD005,SUPP002,5/6/25,5/25/25,5/28/25,442,438,83,"36,686",Net 45,19,A
PO0318,PROD005,SUPP003,4/4/25,4/17/25,4/17/25,156,154,142,"22,152",Net 30,13,B
PO0319,PROD003,SUPP001,5/21/25,6/9/25,6/12/25,23,19,107,"2,461",Net 45,19,C
PO0320,PROD002,SUPP004,5/24/25,6/7/25,6/10/25,370,366,131,"48,470",Net 45,14,B
PO0321,PROD004,SUPP003,5/26/25,6/6/25,6/8/25,389,387,188,"73,132",Net 45,11,A
PO0322,PROD003,SUPP001,5/25/25,6/8/25,6/7/25,27,23,49,"1,323",Net 30,14,C
PO0323,PROD001,SUPP003,4/21/25,5/10/25,5/8/25,218,217,113,"24,634",Net 45,19,B
PO0324,PROD001,SUPP002,4/19/25,5/5/25,5/7/25,180,175,84,"15,120",Net 30,16,C
PO0325,PROD003,SUPP004,4/11/25,4/22/25,4/21/25,85,85,53,"4,505",Net 30,11,C
PO0326,PROD001,SUPP003,5/18/25,6/1/25,5/31/25,485,482,107,"51,895",Net 30,14,A
PO0327,PROD004,SUPP002,4/10/25,4/30/25,4/30/25,243,240,102,"24,786",Net 60,20,A
PO0328,PROD001,SUPP001,5/12/25,5/29/25,5/30/25,363,361,46,"16,698",Net 45,17,A
PO0329,PROD004,SUPP004,5/13/25,5/31/25,5/30/25,286,286,113,"32,318",Net 60,18,B
PO0330,PROD003,SUPP004,5/31/25,6/20/25,6/22/25,173,168,171,"29,583",Net 60,20,A
PO0331,PROD002,SUPP001,4/29/25,5/14/25,5/14/25,489,485,117,"57,213",Net 60,15,C
PO0332,PROD003,SUPP002,5/25/25,6/8/25,6/9/25,21,20,47,987,Net 45,14,A
PO0333,PROD002,SUPP003,5/20/25,6/7/25,6/10/25,328,325,80,"26,240",Net 45,18,A
PO0334,PROD005,SUPP002,4/27/25,5/9/25,5/11/25,164,163,63,"10,332",Net 60,12,A
PO0335,PROD002,SUPP003,4/8/25,4/18/25,4/17/25,165,164,83,"13,695",Net 45,10,C
PO0336,PROD005,SUPP004,5/17/25,6/1/25,5/30/25,170,170,167,"28,390",Net 45,15,B
PO0337,PROD001,SUPP003,5/24/25,6/4/25,6/4/25,287,282,78,"22,386",Net 30,11,C
PO0338,PROD005,SUPP004,5/22/25,6/8/25,6/10/25,144,142,93,"13,392",Net 60,17,A
PO0339,PROD005,SUPP001,4/7/25,4/26/25,4/26/25,409,409,75,"30,675",Net 30,19,C
PO0340,PROD004,SUPP002,4/6/25,4/21/25,4/24/25,76,71,59,"4,484",Net 30,15,B
PO0341,PROD002,SUPP002,5/9/25,5/22/25,5/20/25,229,225,104,"23,816",Net 30,13,C
PO0342,PROD003,SUPP003,5/22/25,6/1/25,6/2/25,298,297,99,"29,502",Net 60,10,C
PO0343,PROD005,SUPP002,5/23/25,6/9/25,6/12/25,292,291,161,"47,012",Net 60,17,A
PO0344,PROD004,SUPP004,5/11/25,5/24/25,5/22/25,241,238,154,"37,114",Net 60,13,B
PO0345,PROD005,SUPP004,5/11/25,5/31/25,6/3/25,284,281,123,"34,932",Net 60,20,C
PO0346,PROD004,SUPP003,5/30/25,6/10/25,6/10/25,281,276,58,"16,298",Net 30,11,A
PO0347,PROD002,SUPP004,5/24/25,6/9/25,6/11/25,377,372,149,"56,173",Net 60,16,B
PO0348,PROD002,SUPP001,5/29/25,6/9/25,6/9/25,245,240,44,"10,780",Net 60,11,A
PO0349,PROD005,SUPP002,5/3/25,5/23/25,5/24/25,169,165,88,"14,872",Net 60,20,A
PO0350,PROD001,SUPP004,4/25/25,5/6/25,5/4/25,28,23,121,"3,388",Net 60,11,A
PO0351,PROD004,SUPP001,5/7/25,5/22/25,5/24/25,281,280,59,"16,579",Net 30,15,C
PO0352,PROD004,SUPP002,5/12/25,5/22/25,5/25/25,130,127,135,"17,550",Net 60,10,A
PO0353,PROD003,SUPP003,5/25/25,6/6/25,6/5/25,59,56,198,"11,682",Net 30,12,C
PO0354,PROD005,SUPP003,4/2/25,4/17/25,4/19/25,441,437,92,"40,572",Net 60,15,A
PO0355,PROD003,SUPP001,4/5/25,4/19/25,4/18/25,118,114,116,"13,688",Net 30,14,B
PO0356,PROD003,SUPP003,5/19/25,5/31/25,5/31/25,292,289,130,"37,960",Net 60,12,C
PO0357,PROD001,SUPP004,5/19/25,6/8/25,6/7/25,235,230,64,"15,040",Net 60,20,A
PO0358,PROD003,SUPP002,5/5/25,5/17/25,5/16/25,366,366,81,"29,646",Net 45,12,C
PO0359,PROD001,SUPP002,5/11/25,5/29/25,5/31/25,69,65,107,"7,383",Net 45,18,B
PO0360,PROD005,SUPP001,5/8/25,5/22/25,5/25/25,39,35,131,"5,109",Net 30,14,B
PO0361,PROD003,SUPP004,4/18/25,5/6/25,5/4/25,268,265,191,"51,188",Net 60,18,B
PO0362,PROD004,SUPP004,5/18/25,5/28/25,5/31/25,197,196,80,"15,760",Net 60,10,A
PO0363,PROD002,SUPP003,4/19/25,5/9/25,5/9/25,437,437,60,"26,220",Net 30,20,B
PO0364,PROD004,SUPP004,5/15/25,6/2/25,6/1/25,72,68,197,"14,184",Net 45,18,A
PO0365,PROD004,SUPP003,5/7/25,5/21/25,5/19/25,449,449,57,"25,593",Net 45,14,B
PO0366,PROD005,SUPP002,5/29/25,6/8/25,6/7/25,95,93,200,"19,000",Net 45,10,B
PO0367,PROD004,SUPP002,5/24/25,6/10/25,6/12/25,464,460,159,"73,776",Net 30,17,C
PO0368,PROD005,SUPP004,5/30/25,6/11/25,6/9/25,404,404,137,"55,348",Net 45,12,B
PO0369,PROD001,SUPP002,5/28/25,6/17/25,6/20/25,45,44,129,"5,805",Net 60,20,B
PO0370,PROD001,SUPP003,4/26/25,5/6/25,5/9/25,315,312,41,"12,915",Net 45,10,B
PO0371,PROD004,SUPP004,4/10/25,4/29/25,4/28/25,258,258,180,"46,440",Net 30,19,C
PO0372,PROD005,SUPP004,5/15/25,5/27/25,5/29/25,335,335,49,"16,415",Net 45,12,B
PO0373,PROD005,SUPP004,4/13/25,4/26/25,4/27/25,121,119,199,"24,079",Net 45,13,B
PO0374,PROD004,SUPP001,5/5/25,5/16/25,5/18/25,110,110,175,"19,250",Net 45,11,B
PO0375,PROD005,SUPP003,4/10/25,4/20/25,4/23/25,205,203,131,"26,855",Net 60,10,B
PO0376,PROD004,SUPP004,5/28/25,6/13/25,6/16/25,397,397,118,"46,846",Net 45,16,A
PO0377,PROD003,SUPP002,4/18/25,4/30/25,4/28/25,420,418,128,"53,760",Net 45,12,B
PO0378,PROD002,SUPP001,5/14/25,5/27/25,5/25/25,211,210,136,"28,696",Net 45,13,A
PO0379,PROD003,SUPP003,5/2/25,5/13/25,5/14/25,328,327,130,"42,640",Net 30,11,C
PO0380,PROD005,SUPP001,5/20/25,6/1/25,5/31/25,484,484,99,"47,916",Net 60,12,B
PO0381,PROD001,SUPP004,4/13/25,5/2/25,5/5/25,28,23,138,"3,864",Net 60,19,A
PO0382,PROD001,SUPP003,4/6/25,4/20/25,4/21/25,63,62,65,"4,095",Net 30,14,A
PO0383,PROD001,SUPP001,4/18/25,5/7/25,5/8/25,30,26,62,"1,860",Net 60,19,B
PO0384,PROD001,SUPP004,5/2/25,5/19/25,5/17/25,353,352,47,"16,591",Net 60,17,C
PO0385,PROD001,SUPP003,4/25/25,5/7/25,5/7/25,46,42,74,"3,404",Net 60,12,A
PO0386,PROD001,SUPP001,5/27/25,6/13/25,6/16/25,370,370,139,"51,430",Net 60,17,C
PO0387,PROD004,SUPP004,4/19/25,5/5/25,5/5/25,443,441,188,"83,284",Net 60,16,B
PO0388,PROD003,SUPP001,4/4/25,4/20/25,4/19/25,198,193,146,"28,908",Net 60,16,A
PO0389,PROD001,SUPP004,4/28/25,5/14/25,5/15/25,154,150,189,"29,106",Net 60,16,A
PO0390,PROD001,SUPP001,5/19/25,5/31/25,5/30/25,402,402,127,"51,054",Net 45,12,A
PO0391,PROD001,SUPP001,5/9/25,5/29/25,5/30/25,403,400,59,"23,777",Net 60,20,B
PO0392,PROD002,SUPP004,5/4/25,5/18/25,5/17/25,412,407,155,"63,860",Net 60,14,B
PO0393,PROD001,SUPP003,4/16/25,5/3/25,5/5/25,200,199,152,"30,400",Net 60,17,A
PO0394,PROD003,SUPP003,5/4/25,5/17/25,5/19/25,160,157,45,"7,200",Net 45,13,B
PO0395,PROD002,SUPP001,5/12/25,5/28/25,5/29/25,405,400,165,"66,825",Net 60,16,A
PO0396,PROD002,SUPP002,5/28/25,6/11/25,6/12/25,408,407,154,"62,832",Net 60,14,A
PO0397,PROD003,SUPP002,5/17/25,5/28/25,5/29/25,396,391,187,"74,052",Net 60,11,B
PO0398,PROD005,SUPP002,4/26/25,5/7/25,5/8/25,99,95,186,"18,414",Net 45,11,B
PO0399,PROD004,SUPP003,5/27/25,6/15/25,6/18/25,161,161,199,"32,039",Net 30,19,C
PO0400,PROD003,SUPP003,4/12/25,4/24/25,4/27/25,299,294,164,"49,036",Net 60,12,C
PO0401,PROD005,SUPP003,5/13/25,5/27/25,5/27/25,86,84,145,"12,470",Net 45,14,C
PO0402,PROD004,SUPP001,4/14/25,4/28/25,4/27/25,61,60,105,"6,405",Net 45,14,B
PO0403,PROD003,SUPP001,5/20/25,6/3/25,6/1/25,107,105,109,"11,663",Net 30,14,C
PO0404,PROD002,SUPP002,4/6/25,4/21/25,4/20/25,74,69,127,"9,398",Net 45,15,C
PO0405,PROD003,SUPP003,4/20/25,5/7/25,5/5/25,195,195,59,"11,505",Net 60,17,A
PO0406,PROD004,SUPP001,5/8/25,5/22/25,5/22/25,146,146,58,"8,468",Net 60,14,A
PO0407,PROD003,SUPP004,5/14/25,5/29/25,5/31/25,177,177,126,"22,302",Net 60,15,C
PO0408,PROD001,SUPP004,5/17/25,5/27/25,5/30/25,240,239,181,"43,440",Net 45,10,C
PO0409,PROD004,SUPP001,5/27/25,6/13/25,6/11/25,389,389,174,"67,686",Net 30,17,A
PO0410,PROD001,SUPP002,5/13/25,5/26/25,5/26/25,21,19,116,"2,436",Net 30,13,A
PO0411,PROD005,SUPP001,5/5/25,5/25/25,5/24/25,256,253,104,"26,624",Net 30,20,A
PO0412,PROD004,SUPP004,5/22/25,6/8/25,6/6/25,172,169,137,"23,564",Net 45,17,B
PO0413,PROD005,SUPP004,5/22/25,6/6/25,6/8/25,65,63,171,"11,115",Net 30,15,B
PO0414,PROD003,SUPP004,4/4/25,4/18/25,4/17/25,25,23,191,"4,775",Net 45,14,A
PO0415,PROD003,SUPP003,4/20/25,5/9/25,5/7/25,172,167,95,"16,340",Net 60,19,C
PO0416,PROD003,SUPP004,4/3/25,4/22/25,4/25/25,284,280,152,"43,168",Net 45,19,A
PO0417,PROD002,SUPP002,5/31/25,6/13/25,6/13/25,116,113,45,"5,220",Net 30,13,C
PO0418,PROD005,SUPP004,4/10/25,4/28/25,5/1/25,429,428,87,"37,323",Net 30,18,B
PO0419,PROD003,SUPP004,4/16/25,5/1/25,4/29/25,354,351,127,"44,958",Net 30,15,A
PO0420,PROD004,SUPP003,5/1/25,5/18/25,5/20/25,337,334,57,"19,209",Net 60,17,B
PO0421,PROD005,SUPP001,4/24/25,5/13/25,5/14/25,405,400,182,"73,710",Net 45,19,C
PO0422,PROD001,SUPP002,4/25/25,5/13/25,5/12/25,80,78,89,"7,120",Net 30,18,C
PO0423,PROD001,SUPP004,5/9/25,5/23/25,5/25/25,205,200,156,"31,980",Net 45,14,A
PO0424,PROD005,SUPP002,5/15/25,5/28/25,5/27/25,97,95,120,"11,640",Net 45,13,B
PO0425,PROD005,SUPP003,4/29/25,5/17/25,5/16/25,421,421,78,"32,838",Net 30,18,C
PO0426,PROD001,SUPP002,4/26/25,5/7/25,5/6/25,204,200,71,"14,484",Net 60,11,C
PO0427,PROD004,SUPP001,4/8/25,4/24/25,4/22/25,267,267,83,"22,161",Net 45,16,A
PO0428,PROD005,SUPP002,5/3/25,5/17/25,5/20/25,431,426,103,"44,393",Net 30,14,B
PO0429,PROD002,SUPP001,4/5/25,4/25/25,4/27/25,329,327,163,"53,627",Net 30,20,A
PO0430,PROD005,SUPP003,4/5/25,4/15/25,4/18/25,297,296,191,"56,727",Net 60,10,A
PO0431,PROD003,SUPP003,4/5/25,4/16/25,4/15/25,153,153,113,"17,289",Net 45,11,B
PO0432,PROD002,SUPP002,4/16/25,4/26/25,4/25/25,265,262,81,"21,465",Net 30,10,B
PO0433,PROD001,SUPP004,4/27/25,5/15/25,5/18/25,147,142,110,"16,170",Net 30,18,C
PO0434,PROD002,SUPP001,5/6/25,5/26/25,5/26/25,95,94,147,"13,965",Net 45,20,C
PO0435,PROD002,SUPP001,4/15/25,4/26/25,4/28/25,90,86,125,"11,250",Net 60,11,A
PO0436,PROD001,SUPP004,5/28/25,6/14/25,6/14/25,478,473,56,"26,768",Net 30,17,A
PO0437,PROD004,SUPP001,5/22/25,6/9/25,6/10/25,257,256,81,"20,817",Net 45,18,A
PO0438,PROD002,SUPP001,4/2/25,4/21/25,4/22/25,487,482,116,"56,492",Net 30,19,C
PO0439,PROD001,SUPP004,4/2/25,4/16/25,4/16/25,324,322,200,"64,800",Net 30,14,B
PO0440,PROD002,SUPP003,5/19/25,6/2/25,5/31/25,91,89,192,"17,472",Net 30,14,B
PO0441,PROD005,SUPP003,5/18/25,5/28/25,5/31/25,59,57,128,"7,552",Net 45,10,C
PO0442,PROD001,SUPP003,5/8/25,5/19/25,5/20/25,404,404,99,"39,996",Net 30,11,C
PO0443,PROD004,SUPP002,5/18/25,6/7/25,6/5/25,103,102,164,"16,892",Net 60,20,C
PO0444,PROD003,SUPP001,4/21/25,5/6/25,5/8/25,88,85,79,"6,952",Net 45,15,B
PO0445,PROD004,SUPP001,4/30/25,5/18/25,5/17/25,320,316,139,"44,480",Net 30,18,B
PO0446,PROD001,SUPP004,4/12/25,4/23/25,4/21/25,451,448,136,"61,336",Net 45,11,A
PO0447,PROD005,SUPP002,5/21/25,6/1/25,5/31/25,491,487,65,"31,915",Net 45,11,A
PO0448,PROD005,SUPP001,4/22/25,5/5/25,5/6/25,448,447,116,"51,968",Net 60,13,C
PO0449,PROD005,SUPP004,4/12/25,5/2/25,5/2/25,89,88,193,"17,177",Net 60,20,C
PO0450,PROD005,SUPP001,4/18/25,5/7/25,5/8/25,304,302,45,"13,680",Net 45,19,B
PO0451,PROD005,SUPP003,4/7/25,4/17/25,4/18/25,181,177,40,"7,240",Net 60,10,A
PO0452,PROD002,SUPP002,4/12/25,4/22/25,4/20/25,44,39,100,"4,400",Net 45,10,B
PO0453,PROD002,SUPP003,4/23/25,5/8/25,5/9/25,192,192,155,"29,760",Net 45,15,B
PO0454,PROD003,SUPP001,4/18/25,5/2/25,5/5/25,120,116,169,"20,280",Net 60,14,B
PO0455,PROD004,SUPP001,4/10/25,4/30/25,4/28/25,130,129,178,"23,140",Net 30,20,A
PO0456,PROD001,SUPP003,5/20/25,6/6/25,6/6/25,245,241,189,"46,305",Net 60,17,A
PO0457,PROD001,SUPP002,5/10/25,5/24/25,5/25/25,210,209,84,"17,640",Net 30,14,C
PO0458,PROD005,SUPP002,4/20/25,5/6/25,5/7/25,162,160,90,"14,580",Net 60,16,B
PO0459,PROD005,SUPP001,5/4/25,5/19/25,5/20/25,454,451,94,"42,676",Net 60,15,B
PO0460,PROD004,SUPP003,5/2/25,5/14/25,5/15/25,81,79,130,"10,530",Net 30,12,A
PO0461,PROD003,SUPP001,5/14/25,6/2/25,6/1/25,52,50,180,"9,360",Net 30,19,B
PO0462,PROD005,SUPP002,5/27/25,6/16/25,6/18/25,253,251,92,"23,276",Net 45,20,B
PO0463,PROD003,SUPP001,4/13/25,4/23/25,4/21/25,181,177,43,"7,783",Net 30,10,C
PO0464,PROD001,SUPP003,4/5/25,4/21/25,4/19/25,180,177,128,"23,040",Net 45,16,A
PO0465,PROD003,SUPP001,4/12/25,4/25/25,4/24/25,248,248,174,"43,152",Net 60,13,A
PO0466,PROD004,SUPP002,4/21/25,5/10/25,5/9/25,499,498,150,"74,850",Net 45,19,A
PO0467,PROD004,SUPP003,4/10/25,4/26/25,4/24/25,316,312,59,"18,644",Net 60,16,B
PO0468,PROD002,SUPP002,4/13/25,4/29/25,4/29/25,138,137,93,"12,834",Net 60,16,B
PO0469,PROD005,SUPP003,5/14/25,5/26/25,5/25/25,288,287,74,"21,312",Net 30,12,C
PO0470,PROD001,SUPP001,5/12/25,5/29/25,5/31/25,60,60,186,"11,160",Net 30,17,B
PO0471,PROD004,SUPP002,4/7/25,4/27/25,4/25/25,257,254,127,"32,639",Net 30,20,C
PO0472,PROD005,SUPP004,4/8/25,4/18/25,4/19/25,149,147,64,"9,536",Net 45,10,C
PO0473,PROD001,SUPP004,4/28/25,5/14/25,5/16/25,350,349,77,"26,950",Net 45,16,C
PO0474,PROD001,SUPP001,4/19/25,5/2/25,5/5/25,31,30,158,"4,898",Net 45,13,A
PO0475,PROD001,SUPP002,5/13/25,5/27/25,5/26/25,255,251,70,"17,850",Net 45,14,A
PO0476,PROD002,SUPP004,5/24/25,6/8/25,6/11/25,179,175,61,"10,919",Net 30,15,C
PO0477,PROD005,SUPP001,5/11/25,5/25/25,5/28/25,357,353,78,"27,846",Net 30,14,C
PO0478,PROD001,SUPP004,4/7/25,4/24/25,4/25/25,142,137,74,"10,508",Net 45,17,A
PO0479,PROD002,SUPP004,4/30/25,5/13/25,5/14/25,273,269,166,"45,318",Net 60,13,C
PO0480,PROD004,SUPP001,5/11/25,5/30/25,5/29/25,86,86,101,"8,686",Net 60,19,C
PO0481,PROD002,SUPP003,4/14/25,4/24/25,4/25/25,250,245,116,"29,000",Net 30,10,C
PO0482,PROD005,SUPP001,4/21/25,5/5/25,5/3/25,468,468,91,"42,588",Net 60,14,A
PO0483,PROD002,SUPP001,4/1/25,4/21/25,4/22/25,208,203,162,"33,696",Net 45,20,B
PO0484,PROD003,SUPP004,4/12/25,4/24/25,4/26/25,289,287,57,"16,473",Net 30,12,A
PO0485,PROD001,SUPP003,4/2/25,4/21/25,4/21/25,473,470,97,"45,881",Net 30,19,C
PO0486,PROD003,SUPP001,5/3/25,5/15/25,5/13/25,42,38,66,"2,772",Net 30,12,C
PO0487,PROD004,SUPP002,5/17/25,5/31/25,5/30/25,347,342,88,"30,536",Net 45,14,A
PO0488,PROD005,SUPP002,5/1/25,5/11/25,5/10/25,495,490,137,"67,815",Net 30,10,C
PO0489,PROD001,SUPP001,5/15/25,5/27/25,5/27/25,413,409,63,"26,019",Net 30,12,A
PO0490,PROD005,SUPP001,5/13/25,6/2/25,6/3/25,467,464,150,"70,050",Net 45,20,A
PO0491,PROD005,SUPP003,5/27/25,6/11/25,6/10/25,296,294,135,"39,960",Net 60,15,C
PO0492,PROD004,SUPP004,5/16/25,6/5/25,6/7/25,198,198,180,"35,640",Net 45,20,B
PO0493,PROD003,SUPP002,5/28/25,6/7/25,6/5/25,174,169,187,"32,538",Net 60,10,B
PO0494,PROD005,SUPP001,5/25/25,6/9/25,6/9/25,239,234,125,"29,875",Net 30,15,C
PO0495,PROD003,SUPP004,4/23/25,5/9/25,5/10/25,121,120,167,"20,207",Net 60,16,A
PO0496,PROD001,SUPP003,4/25/25,5/9/25,5/12/25,318,318,87,"27,666",Net 45,14,A
PO0497,PROD002,SUPP001,4/13/25,5/3/25,5/4/25,155,152,168,"26,040",Net 45,20,B
PO0498,PROD003,SUPP001,5/21/25,6/7/25,6/8/25,465,460,74,"34,410",Net 30,17,A
PO0499,PROD002,SUPP004,5/19/25,6/1/25,5/30/25,180,177,96,"17,280",Net 45,13,A
PO0500,PROD004,SUPP002,4/2/25,4/20/25,4/19/25,384,379,163,"62,592",Net 60,18,A
PO0501,PROD001,SUPP001,5/7/25,5/19/25,5/18/25,343,339,167,"57,281",Net 60,12,B
PO0502,PROD002,SUPP002,5/8/25,5/27/25,5/26/25,171,166,77,"13,167",Net 60,19,C
PO0503,PROD004,SUPP001,5/4/25,5/20/25,5/23/25,355,355,200,"71,000",Net 45,16,B
PO0504,PROD001,SUPP004,5/7/25,5/25/25,5/23/25,196,192,111,"21,756",Net 30,18,B
PO0505,PROD001,SUPP001,5/15/25,6/3/25,6/1/25,220,215,199,"43,780",Net 60,19,B
PO0506,PROD002,SUPP004,5/27/25,6/13/25,6/13/25,247,243,68,"16,796",Net 30,17,A
PO0507,PROD004,SUPP001,4/29/25,5/10/25,5/12/25,483,482,43,"20,769",Net 60,11,A
PO0508,PROD005,SUPP004,4/25/25,5/7/25,5/10/25,248,245,59,"14,632",Net 60,12,A
PO0509,PROD003,SUPP002,4/24/25,5/8/25,5/9/25,473,471,71,"33,583",Net 30,14,B
PO0510,PROD005,SUPP002,4/30/25,5/10/25,5/10/25,300,300,166,"49,800",Net 45,10,B
PO0511,PROD001,SUPP004,5/16/25,6/1/25,6/1/25,249,245,46,"11,454",Net 45,16,C
