Claim ID,Reserve Date,Initial Reserve Amount,Current Reserve Amount,Reserve Type
CLM518,10/4/23,24154,3447,Indemnity Reserve
CLM519,4/17/23,35887,5066,Indemnity Reserve
CLM520,10/8/23,48874,11507,Indemnity Reserve
CLM521,10/5/23,11293,2908,Indemnity Reserve
CLM522,7/3/23,36877,13014,Indemnity Reserve
CLM523,2/10/23,27913,8351,Indemnity Reserve
CLM524,7/22/23,13755,4086,Indemnity Reserve
CLM525,4/10/24,3365,892,Indemnity Reserve
CLM526,6/7/24,32013,13416,Indemnity Reserve
CLM527,1/13/24,47456,13173,Indemnity Reserve
CLM528,5/23/24,15306,7622,Indemnity Reserve
CLM529,12/31/23,29512,6877,Indemnity Reserve
CLM530,10/5/23,11681,1489,Indemnity Reserve
CLM531,7/15/23,2155,1999,Indemnity Reserve
CLM532,1/27/24,26386,11926,Indemnity Reserve
CLM533,12/13/23,3446,2227,Indemnity Reserve
CLM534,4/3/24,41688,276,Indemnity Reserve
CLM535,12/2/23,6455,6002,Indemnity Reserve
CLM536,3/6/23,13701,6406,Indemnity Reserve
CLM537,11/17/23,32028,1712,Indemnity Reserve
CLM538,12/31/23,17820,16780,Indemnity Reserve
CLM539,2/6/23,28525,18605,Indemnity Reserve
CLM540,1/16/23,9440,7781,Indemnity Reserve
CLM541,3/8/24,30296,16689,Indemnity Reserve
CLM542,3/24/23,12345,4881,Indemnity Reserve
CLM543,4/18/24,39688,27999,Indemnity Reserve
CLM544,3/3/23,41141,1794,Indemnity Reserve
CLM545,6/25/24,17100,11299,Indemnity Reserve
CLM546,5/11/23,14151,6841,Indemnity Reserve
CLM547,2/2/24,16790,12410,Indemnity Reserve
CLM548,7/25/23,26130,22912,Indemnity Reserve
CLM549,4/7/23,10539,6020,Indemnity Reserve
CLM550,11/29/23,8166,7322,Indemnity Reserve
CLM551,8/11/23,15266,8700,Indemnity Reserve
CLM552,1/20/24,32540,12666,Indemnity Reserve
CLM553,10/28/23,27926,6336,Indemnity Reserve
CLM554,6/16/24,49392,42225,Indemnity Reserve
CLM555,9/29/23,31044,7760,Indemnity Reserve
CLM556,7/28/23,38677,1615,Indemnity Reserve
CLM557,6/9/24,9939,3517,Indemnity Reserve
CLM558,2/16/24,28094,13481,Indemnity Reserve
CLM559,7/8/23,33635,14553,Indemnity Reserve
CLM560,7/18/23,15562,8029,Indemnity Reserve
CLM561,5/18/23,48427,33313,Indemnity Reserve
CLM562,3/8/23,5666,82,Indemnity Reserve
CLM563,2/13/24,5690,63,Indemnity Reserve
CLM564,7/15/23,31403,3911,Indemnity Reserve
CLM565,9/3/23,9019,6294,Indemnity Reserve
CLM566,6/27/23,23896,12745,Indemnity Reserve
CLM567,1/19/23,26407,7667,Indemnity Reserve
CLM568,4/2/23,47301,5094,Indemnity Reserve
CLM569,4/6/23,10480,851,Indemnity Reserve
CLM570,2/8/23,49391,24456,Indemnity Reserve
CLM571,10/26/23,39715,13585,Indemnity Reserve
CLM572,3/24/23,38320,35766,Indemnity Reserve
CLM573,3/6/24,8910,8174,Indemnity Reserve
CLM574,4/1/24,40406,29838,Indemnity Reserve
CLM575,8/5/23,28063,1779,Indemnity Reserve
CLM576,6/6/24,44533,5321,Indemnity Reserve
CLM577,7/8/23,42387,41411,Indemnity Reserve
CLM578,1/30/23,48081,8832,Indemnity Reserve
CLM579,7/9/23,2767,555,Indemnity Reserve
CLM580,5/23/23,5043,4841,Indemnity Reserve
CLM581,2/28/24,12612,1054,Indemnity Reserve
CLM582,2/24/23,23048,20761,Indemnity Reserve
CLM583,7/6/23,12798,2760,Indemnity Reserve
CLM584,9/11/23,20210,9860,Indemnity Reserve
CLM585,6/9/23,42869,40040,Indemnity Reserve
CLM586,11/20/23,29736,26576,Indemnity Reserve
CLM587,10/18/23,1437,398,Indemnity Reserve
CLM588,1/16/23,45746,8911,Indemnity Reserve
CLM589,4/22/23,20420,12590,Indemnity Reserve
CLM590,6/11/23,22235,6901,Indemnity Reserve
CLM591,3/30/24,45398,16911,Indemnity Reserve
CLM592,8/21/23,10648,7143,Indemnity Reserve
CLM593,5/8/24,36120,8098,Indemnity Reserve
CLM594,7/12/23,7596,5704,Indemnity Reserve
CLM595,7/7/23,44740,26677,Indemnity Reserve
CLM596,6/14/23,6664,5860,Indemnity Reserve
CLM597,7/25/23,44327,38592,Indemnity Reserve
CLM598,6/28/24,2444,366,Indemnity Reserve
CLM599,11/17/23,3125,1657,Indemnity Reserve
CLM600,3/21/24,40805,14182,Indemnity Reserve
CLM601,1/31/24,7115,1833,Indemnity Reserve
CLM602,4/6/23,3683,1693,Indemnity Reserve
CLM603,3/2/24,18746,10399,Indemnity Reserve
CLM604,12/30/23,4682,4463,Indemnity Reserve
CLM605,8/12/23,45903,7233,Indemnity Reserve
CLM606,2/25/23,30374,8135,Indemnity Reserve
CLM607,9/2/23,26763,64,Indemnity Reserve
CLM608,5/22/23,4183,434,Indemnity Reserve
CLM609,3/21/23,25078,13858,Indemnity Reserve
CLM610,5/19/23,1843,420,Indemnity Reserve
CLM611,2/18/23,23074,21671,Indemnity Reserve
CLM612,1/29/24,33252,23964,Indemnity Reserve
CLM613,1/24/24,19630,5322,Indemnity Reserve
CLM614,1/7/23,46379,20807,Indemnity Reserve
CLM615,11/28/23,27603,14896,Indemnity Reserve
CLM616,6/14/23,18669,9723,Indemnity Reserve
CLM617,6/6/23,38562,35537,Indemnity Reserve
CLM618,3/28/24,23042,6439,Indemnity Reserve
CLM619,1/16/23,41883,35388,Indemnity Reserve
CLM620,2/24/24,24253,21196,Indemnity Reserve
CLM621,8/10/23,5963,5204,Indemnity Reserve
CLM622,8/30/23,19616,10305,Indemnity Reserve
CLM623,1/15/24,38125,13786,Indemnity Reserve
CLM624,10/9/23,10705,4614,Indemnity Reserve
CLM625,5/3/24,39985,30676,Indemnity Reserve
CLM626,1/19/24,16013,1002,Indemnity Reserve
CLM627,8/27/23,11554,4998,Indemnity Reserve
CLM628,12/30/23,1853,1691,Indemnity Reserve
CLM629,8/17/23,20482,7108,Indemnity Reserve
CLM630,12/13/23,10180,8393,Indemnity Reserve
CLM631,8/31/23,28745,4979,Indemnity Reserve
CLM632,7/27/23,5543,4694,Indemnity Reserve
CLM633,3/17/24,39628,8184,Indemnity Reserve
CLM634,4/27/24,28259,874,Indemnity Reserve
CLM635,6/29/24,40116,4613,Indemnity Reserve
CLM636,6/18/24,24878,13911,Indemnity Reserve
CLM637,1/13/24,6268,1500,Indemnity Reserve
CLM638,7/28/23,35556,25255,Indemnity Reserve
CLM639,12/25/23,44508,28152,Indemnity Reserve
CLM640,12/6/23,48188,21392,Indemnity Reserve
CLM641,3/22/24,8847,92,Indemnity Reserve
CLM642,12/23/23,6533,4044,Indemnity Reserve
CLM643,5/9/23,16601,8520,Indemnity Reserve
CLM644,2/28/24,46276,37752,Indemnity Reserve
CLM645,6/14/23,33749,13761,Indemnity Reserve
CLM646,8/16/23,39644,25320,Indemnity Reserve
CLM647,8/2/23,28025,25959,Indemnity Reserve
CLM648,5/13/23,26340,11457,Indemnity Reserve
CLM649,4/23/24,6380,3929,Indemnity Reserve
CLM650,10/19/23,6846,2605,Indemnity Reserve
CLM651,5/9/23,46613,36109,Indemnity Reserve
CLM652,6/29/24,32960,7232,Indemnity Reserve
CLM653,6/24/24,30998,14149,Indemnity Reserve
CLM654,4/14/23,40069,7257,Indemnity Reserve
CLM655,1/19/24,36057,34012,Indemnity Reserve
CLM656,5/19/23,34818,7442,Indemnity Reserve
CLM657,11/10/23,34897,18648,Indemnity Reserve
CLM658,3/6/23,4024,3102,Indemnity Reserve
CLM659,2/18/23,41211,17702,Indemnity Reserve
CLM660,3/6/24,33162,4786,Indemnity Reserve
CLM661,6/8/24,25479,16192,Indemnity Reserve
CLM662,8/11/23,39969,23307,Indemnity Reserve
CLM663,4/28/23,49050,35962,Indemnity Reserve
CLM664,6/18/24,34417,19011,Indemnity Reserve
CLM665,3/9/23,8432,4858,Indemnity Reserve
CLM666,3/30/23,26206,22013,Indemnity Reserve
CLM667,4/3/24,15778,9793,Indemnity Reserve
CLM668,11/6/23,37349,1565,Indemnity Reserve
CLM669,3/28/24,44117,20794,Indemnity Reserve
CLM670,3/9/23,18440,4770,Indemnity Reserve
CLM671,12/31/23,17095,6494,Indemnity Reserve
CLM672,9/19/23,42249,41014,Indemnity Reserve
CLM673,1/18/23,37695,33517,Indemnity Reserve
CLM674,3/22/24,12030,8781,Indemnity Reserve
CLM675,2/13/23,39526,39385,Indemnity Reserve
CLM676,10/29/23,32281,3043,Indemnity Reserve
CLM677,2/12/23,14382,13513,Indemnity Reserve
CLM678,3/19/24,48466,14326,Indemnity Reserve
CLM679,8/29/23,20426,2179,Indemnity Reserve
CLM680,9/2/23,42973,37533,Indemnity Reserve
CLM681,8/5/23,10308,796,Indemnity Reserve
CLM682,1/2/23,23316,3597,Indemnity Reserve
CLM683,5/5/23,49517,45101,Indemnity Reserve
CLM684,1/21/24,37555,28137,Indemnity Reserve
CLM685,1/29/24,43403,16262,Indemnity Reserve
CLM686,8/27/23,47607,47432,Indemnity Reserve
CLM687,11/14/23,41391,14529,Indemnity Reserve
CLM688,1/10/23,1089,444,Indemnity Reserve
CLM689,5/29/23,49926,32469,Indemnity Reserve
CLM690,2/2/23,2588,252,Indemnity Reserve
CLM691,4/11/23,16162,2468,Indemnity Reserve
CLM692,6/14/23,33758,16791,Indemnity Reserve
CLM693,9/16/23,14789,5701,Indemnity Reserve
CLM694,6/20/24,46951,18590,Indemnity Reserve
CLM695,9/2/23,34248,20703,Indemnity Reserve
CLM696,7/6/23,11316,7578,Indemnity Reserve
CLM697,10/31/23,25610,8242,Indemnity Reserve
CLM698,7/12/23,40051,2516,Indemnity Reserve
CLM699,2/26/24,38362,14734,Indemnity Reserve
CLM700,2/24/23,4737,518,Indemnity Reserve
CLM701,3/16/24,37016,23196,Indemnity Reserve
CLM702,6/6/23,40841,30019,Indemnity Reserve
CLM703,6/5/24,10503,1454,Indemnity Reserve
CLM704,6/28/24,12941,4710,Indemnity Reserve
CLM705,6/17/24,30469,2250,Indemnity Reserve
CLM706,4/5/23,22068,15037,Indemnity Reserve
CLM707,3/23/23,45378,27318,Indemnity Reserve
CLM708,3/1/24,9197,689,Indemnity Reserve
CLM709,3/24/23,47423,14295,Indemnity Reserve
CLM710,6/16/23,14243,3949,Indemnity Reserve
CLM711,2/26/23,22187,17186,Indemnity Reserve
CLM712,10/16/23,10191,2521,Indemnity Reserve
CLM713,2/14/23,44656,12217,Indemnity Reserve
CLM714,6/17/23,22010,11984,Indemnity Reserve
CLM715,5/2/23,2184,965,Indemnity Reserve
CLM716,5/28/23,14294,8298,Indemnity Reserve
CLM717,6/30/23,32022,2773,Indemnity Reserve
CLM718,3/7/23,15172,4347,Indemnity Reserve
CLM719,1/16/23,14035,7807,Indemnity Reserve
CLM720,5/6/23,12579,7219,Indemnity Reserve
CLM721,7/31/23,13772,6178,Indemnity Reserve
CLM722,1/1/23,13819,398,Indemnity Reserve
CLM723,2/24/23,6680,3080,Indemnity Reserve
CLM724,6/9/24,48460,10934,Indemnity Reserve
CLM725,9/15/23,5783,2618,Indemnity Reserve
CLM726,11/16/23,44086,30409,Indemnity Reserve
CLM727,4/17/23,32915,23243,Indemnity Reserve
CLM728,2/27/23,41753,8255,Indemnity Reserve
CLM729,6/15/23,41456,19290,Indemnity Reserve
CLM730,9/18/23,48678,42327,Indemnity Reserve
CLM731,5/3/23,29470,12625,Indemnity Reserve
CLM732,12/22/23,23108,4603,Indemnity Reserve
CLM733,7/19/23,28085,16020,Indemnity Reserve
CLM734,9/25/23,1702,1034,Indemnity Reserve
CLM735,3/22/24,34539,5062,Indemnity Reserve
CLM736,3/5/24,28547,14298,Indemnity Reserve
CLM737,10/14/23,46683,34453,Indemnity Reserve
CLM738,4/19/24,46094,42730,Indemnity Reserve
CLM739,3/26/24,15339,3890,Indemnity Reserve
CLM740,4/12/24,36274,24811,Indemnity Reserve
CLM741,11/2/23,2677,948,Indemnity Reserve
CLM742,12/11/23,16470,14196,Indemnity Reserve
CLM743,3/22/23,38646,23489,Indemnity Reserve
CLM744,6/16/23,43317,40353,Indemnity Reserve
CLM745,1/21/23,17517,16736,Indemnity Reserve
CLM746,6/11/23,46622,18215,Indemnity Reserve
CLM747,8/1/23,49863,48242,Indemnity Reserve
CLM748,7/3/23,11020,5496,Indemnity Reserve
CLM749,7/18/23,44309,31304,Indemnity Reserve
CLM750,2/10/23,43452,41879,Indemnity Reserve
CLM751,6/19/23,13641,5416,Indemnity Reserve
CLM752,8/24/23,9381,6729,Indemnity Reserve
CLM753,8/10/23,18004,5166,Indemnity Reserve
CLM754,1/28/23,38075,30215,Indemnity Reserve
CLM755,9/5/23,40064,8368,Indemnity Reserve
CLM756,11/17/23,27129,17043,Indemnity Reserve
CLM757,9/30/23,30203,2003,Indemnity Reserve
CLM758,3/22/23,21819,19350,Indemnity Reserve
CLM759,2/1/23,25007,799,Indemnity Reserve
CLM760,9/5/23,28047,262,Indemnity Reserve
CLM761,1/1/23,24109,100,Indemnity Reserve
CLM762,7/29/23,1686,1523,Indemnity Reserve
CLM763,2/3/24,11868,3487,Indemnity Reserve
CLM764,6/10/23,43321,15676,Indemnity Reserve
CLM765,5/18/24,10866,7278,Indemnity Reserve
CLM766,6/5/24,18242,389,Indemnity Reserve
CLM767,6/27/24,27858,2554,Indemnity Reserve
CLM768,2/16/23,48598,22149,Indemnity Reserve
CLM769,1/15/23,6343,3703,Indemnity Reserve
CLM770,12/27/23,8106,1762,Indemnity Reserve
CLM771,6/30/24,35006,16814,Indemnity Reserve
CLM772,11/2/23,13441,9294,Indemnity Reserve
CLM773,8/28/23,8609,6745,Indemnity Reserve
CLM774,1/15/23,42859,3984,Indemnity Reserve
CLM775,6/6/23,23265,5171,Indemnity Reserve
CLM776,6/27/23,26668,23612,Indemnity Reserve
CLM777,10/11/23,22446,958,Indemnity Reserve
CLM778,4/21/24,24866,14130,Indemnity Reserve
CLM779,6/18/23,13515,9047,Indemnity Reserve
CLM780,8/13/23,45478,25869,Indemnity Reserve
CLM781,11/15/23,41683,23830,Indemnity Reserve
CLM782,4/22/24,20760,19366,Indemnity Reserve
CLM783,7/29/23,21428,8535,Indemnity Reserve
CLM784,9/6/23,36769,9628,Indemnity Reserve
CLM785,10/12/23,39900,1720,Indemnity Reserve
CLM786,5/15/23,22212,5729,Indemnity Reserve
CLM787,7/7/23,35872,28185,Indemnity Reserve
CLM788,8/10/23,43970,7202,Indemnity Reserve
CLM789,7/16/23,22654,7961,Indemnity Reserve
CLM790,2/27/23,9003,6965,Indemnity Reserve
CLM791,11/5/23,29950,29314,Indemnity Reserve
CLM792,12/27/23,27653,2570,Indemnity Reserve
CLM793,6/2/23,36124,31079,Indemnity Reserve
CLM794,5/7/24,27280,24304,Indemnity Reserve
CLM795,6/18/24,9564,1128,Indemnity Reserve
CLM796,6/18/24,16508,8946,Indemnity Reserve
CLM797,12/2/23,16150,3,Indemnity Reserve
CLM798,1/18/23,25651,4959,Indemnity Reserve
CLM799,2/27/23,12613,2345,Indemnity Reserve
CLM800,3/14/23,46514,4810,Indemnity Reserve
CLM801,5/13/24,26149,16590,Indemnity Reserve
CLM802,7/26/23,42642,9337,Indemnity Reserve
CLM803,5/14/23,29060,478,Indemnity Reserve
CLM804,10/16/23,44738,8290,Indemnity Reserve
CLM805,5/7/23,29963,700,Indemnity Reserve
CLM806,1/4/24,3045,639,Indemnity Reserve
CLM807,8/30/23,29757,25067,Indemnity Reserve
CLM808,3/31/24,8972,3396,Indemnity Reserve
CLM809,3/19/24,12778,2548,Indemnity Reserve
CLM810,8/14/23,39543,5296,Indemnity Reserve
CLM811,6/12/24,42878,27461,Indemnity Reserve
CLM812,5/6/23,45990,39814,Indemnity Reserve
CLM813,6/27/24,3925,1098,Indemnity Reserve
CLM814,8/23/23,4828,4636,Indemnity Reserve
CLM815,2/24/23,17250,9117,Indemnity Reserve
CLM816,3/26/24,32285,14063,Indemnity Reserve
CLM817,4/6/23,3319,2339,Indemnity Reserve
CLM818,5/10/24,46060,7305,Indemnity Reserve
CLM819,11/10/23,12954,8807,Indemnity Reserve
CLM820,6/20/24,41284,9311,Indemnity Reserve
CLM821,4/1/24,44510,6731,Indemnity Reserve
CLM822,10/15/23,36749,10554,Indemnity Reserve
CLM823,4/21/23,19882,17391,Indemnity Reserve
CLM824,1/19/24,29905,11067,Indemnity Reserve
CLM825,2/22/23,23088,22706,Indemnity Reserve
CLM826,7/23/23,6278,4452,Indemnity Reserve
CLM827,3/6/24,19287,6751,Indemnity Reserve
CLM828,3/15/24,11593,6078,Indemnity Reserve
CLM829,8/21/23,37642,4828,Indemnity Reserve
CLM830,1/4/24,37944,16216,Indemnity Reserve
CLM831,7/30/23,21384,11085,Indemnity Reserve
CLM832,6/5/24,26452,20212,Indemnity Reserve
CLM833,10/16/23,39078,18885,Indemnity Reserve
CLM834,4/14/24,33924,26946,Indemnity Reserve
CLM835,10/17/23,23950,3686,Indemnity Reserve
CLM836,10/25/23,36212,16999,Indemnity Reserve
CLM837,4/7/24,2133,1750,Indemnity Reserve
CLM838,3/16/23,1499,458,Indemnity Reserve
CLM839,2/16/24,30203,4332,Indemnity Reserve
CLM840,7/29/23,10255,10221,Indemnity Reserve
CLM841,8/23/23,37533,19598,Indemnity Reserve
CLM842,2/10/23,45004,42700,Indemnity Reserve
CLM843,10/29/23,6297,2964,Indemnity Reserve
CLM844,7/23/23,5987,4715,Indemnity Reserve
CLM845,12/8/23,15867,6430,Indemnity Reserve
CLM846,3/18/23,48847,29641,Indemnity Reserve
CLM847,1/13/24,4603,3916,Indemnity Reserve
CLM848,10/13/23,33563,23588,Indemnity Reserve
CLM849,2/19/23,19408,16507,Indemnity Reserve
CLM850,11/3/23,32036,3230,Indemnity Reserve
CLM851,5/16/23,49411,8986,Indemnity Reserve
CLM852,9/17/23,25016,23043,Indemnity Reserve
CLM853,1/27/24,13211,1365,Indemnity Reserve
CLM854,10/8/23,27211,6816,Indemnity Reserve
CLM855,6/18/23,22972,18533,Indemnity Reserve
CLM856,5/11/24,3574,3443,Indemnity Reserve
CLM857,6/9/24,48930,48097,Indemnity Reserve
CLM858,2/20/23,16524,10644,Indemnity Reserve
CLM859,3/5/24,4491,3489,Indemnity Reserve
CLM860,4/23/23,24697,15579,Indemnity Reserve
CLM861,10/8/23,3009,486,Indemnity Reserve
CLM862,3/31/24,28636,8778,Indemnity Reserve
CLM863,7/10/23,11658,765,Indemnity Reserve
CLM864,3/26/23,15075,1765,Indemnity Reserve
CLM865,9/5/23,44634,15452,Indemnity Reserve
CLM866,12/26/23,7275,2863,Indemnity Reserve
CLM867,2/10/24,40139,13180,Indemnity Reserve
CLM868,4/29/24,19404,2983,Indemnity Reserve
CLM869,5/22/23,4351,4264,Indemnity Reserve
CLM870,1/24/24,39390,3573,Indemnity Reserve
CLM871,12/25/23,5820,2832,Indemnity Reserve
CLM872,1/14/23,22947,6543,Indemnity Reserve
CLM873,1/5/23,43745,40324,Indemnity Reserve
CLM874,2/8/23,19312,13386,Indemnity Reserve
CLM875,4/29/23,3238,2481,Indemnity Reserve
CLM876,7/18/23,29062,10500,Indemnity Reserve
CLM877,12/15/23,15510,9644,Indemnity Reserve
CLM878,2/11/24,16150,8310,Indemnity Reserve
CLM879,11/23/23,42734,27824,Indemnity Reserve
CLM880,8/3/23,20787,6579,Indemnity Reserve
CLM881,2/5/24,34803,6228,Indemnity Reserve
CLM882,12/5/23,11413,3747,Indemnity Reserve
CLM883,9/5/23,28832,15116,Indemnity Reserve
CLM884,11/27/23,24665,8219,Indemnity Reserve
CLM885,6/19/23,21547,375,Indemnity Reserve
CLM886,3/25/24,45168,37366,Indemnity Reserve
CLM887,1/22/23,9915,616,Indemnity Reserve
CLM888,8/5/23,45732,5033,Indemnity Reserve
CLM889,4/3/24,28987,28435,Indemnity Reserve
CLM890,8/16/23,8861,915,Indemnity Reserve
CLM891,11/6/23,47932,37022,Indemnity Reserve
CLM892,5/14/24,49524,5588,Indemnity Reserve
CLM893,1/23/23,37680,24976,Indemnity Reserve
CLM894,4/4/23,11644,10751,Indemnity Reserve
CLM895,3/10/23,19265,11887,Indemnity Reserve
CLM896,4/29/24,7297,1230,Indemnity Reserve
CLM897,3/26/24,4770,4768,Indemnity Reserve
CLM898,9/4/23,29448,16897,Indemnity Reserve
CLM899,9/21/23,41512,23377,Indemnity Reserve
CLM900,4/24/24,20267,18530,Indemnity Reserve
CLM901,6/21/23,49293,13970,Indemnity Reserve
CLM902,5/29/24,16918,6246,Indemnity Reserve
CLM903,9/16/23,37596,35683,Indemnity Reserve
CLM904,6/19/24,24561,5638,Indemnity Reserve
CLM905,4/2/24,22691,16817,Indemnity Reserve
CLM906,7/30/23,31970,3989,Indemnity Reserve
CLM907,4/26/23,33326,13200,Indemnity Reserve
CLM908,4/25/23,3917,1755,Indemnity Reserve
CLM909,9/16/23,12390,5378,Indemnity Reserve
CLM910,4/28/24,34800,25856,Indemnity Reserve
CLM911,9/23/23,45575,41899,Indemnity Reserve
CLM912,5/1/24,26254,1145,Indemnity Reserve
CLM913,3/29/24,7557,4852,Indemnity Reserve
CLM914,8/29/23,2017,847,Indemnity Reserve
CLM915,12/25/23,18264,4108,Indemnity Reserve
CLM916,6/2/23,38072,26268,Indemnity Reserve
CLM917,10/24/23,4795,680,Indemnity Reserve
CLM918,2/2/24,15749,7736,Indemnity Reserve
CLM919,2/12/23,43373,2280,Indemnity Reserve
CLM920,6/22/23,9139,3374,Indemnity Reserve
CLM921,2/29/24,8990,731,Indemnity Reserve
CLM922,2/5/24,31723,493,Indemnity Reserve
CLM923,12/24/23,28264,4899,Indemnity Reserve
CLM924,7/11/23,43222,6390,Indemnity Reserve
CLM925,4/25/24,46341,43206,Indemnity Reserve
CLM926,3/6/24,23456,152,Indemnity Reserve
CLM927,12/13/23,4355,2316,Indemnity Reserve
CLM928,8/3/23,30790,390,Indemnity Reserve
CLM929,6/6/23,12364,8293,Indemnity Reserve
CLM930,3/10/23,12898,325,Indemnity Reserve
CLM931,1/3/24,18434,10974,Indemnity Reserve
CLM932,2/26/23,21829,5312,Indemnity Reserve
CLM933,8/2/23,37036,16183,Indemnity Reserve
CLM934,5/5/24,49558,26145,Indemnity Reserve
CLM935,3/15/23,39866,13319,Indemnity Reserve
CLM936,7/19/23,4239,610,Indemnity Reserve
CLM937,5/4/24,49591,28141,Indemnity Reserve
CLM938,2/18/24,39113,18357,Indemnity Reserve
CLM939,4/5/23,19771,11919,Indemnity Reserve
CLM940,5/23/23,47089,10678,Indemnity Reserve
CLM941,2/25/24,38098,309,Indemnity Reserve
CLM942,3/11/24,10992,7682,Indemnity Reserve
CLM943,11/19/23,15758,8662,Indemnity Reserve
CLM944,1/31/24,7640,583,Indemnity Reserve
CLM945,6/3/24,26876,16467,Indemnity Reserve
CLM946,5/11/24,20473,16039,Indemnity Reserve
CLM947,1/20/23,1651,671,Indemnity Reserve
CLM948,10/24/23,15733,3565,Indemnity Reserve
CLM949,2/6/23,8582,4054,Indemnity Reserve
CLM950,2/19/23,13638,7589,Indemnity Reserve
CLM951,3/10/23,1068,910,Indemnity Reserve
CLM952,1/30/24,5995,719,Indemnity Reserve
CLM953,1/6/24,27868,12922,Indemnity Reserve
CLM954,8/25/23,36528,5228,Indemnity Reserve
CLM955,2/29/24,17797,8815,Indemnity Reserve
CLM956,6/1/24,42342,28144,Indemnity Reserve
CLM957,6/26/24,26853,16251,Indemnity Reserve
CLM958,2/24/24,12636,12466,Indemnity Reserve
CLM959,6/18/23,30349,21545,Indemnity Reserve
CLM960,8/2/23,30252,20933,Indemnity Reserve
CLM961,3/12/23,15850,5861,Indemnity Reserve
CLM962,9/17/23,17050,1301,Indemnity Reserve
CLM963,2/22/24,2115,1546,Indemnity Reserve
CLM964,12/23/23,22684,8777,Indemnity Reserve
CLM965,2/22/24,16688,15641,Indemnity Reserve
CLM966,12/2/23,5078,1431,Indemnity Reserve
CLM967,5/10/23,30443,29469,Indemnity Reserve
CLM968,11/29/23,7354,6319,Indemnity Reserve
CLM969,9/1/23,2546,105,Indemnity Reserve
CLM970,3/30/23,11785,9474,Indemnity Reserve
CLM971,1/19/23,23896,18684,Indemnity Reserve
CLM972,1/29/23,46763,22008,Indemnity Reserve
CLM973,5/24/23,9828,5399,Indemnity Reserve
CLM974,4/13/24,41001,2265,Indemnity Reserve
CLM975,2/27/23,16070,9454,Indemnity Reserve
CLM976,1/25/24,33910,18191,Indemnity Reserve
CLM977,2/12/24,42662,42613,Indemnity Reserve
CLM978,1/12/24,36332,3861,Indemnity Reserve
CLM979,3/7/23,21374,19925,Indemnity Reserve
CLM980,10/7/23,5515,1253,Indemnity Reserve
CLM981,9/1/23,15729,11974,Indemnity Reserve
CLM982,2/28/24,8453,6530,Indemnity Reserve
CLM983,10/15/23,32538,28821,Indemnity Reserve
CLM984,4/24/23,38400,11927,Indemnity Reserve
CLM985,6/9/24,37024,26589,Indemnity Reserve
CLM986,8/17/23,21330,8663,Indemnity Reserve
CLM987,3/31/23,40887,3435,Indemnity Reserve
CLM988,11/27/23,9710,3642,Indemnity Reserve
CLM989,4/15/24,36706,8804,Indemnity Reserve
CLM990,5/9/23,38879,35782,Indemnity Reserve
CLM991,1/4/23,28429,7026,Indemnity Reserve
CLM992,5/25/24,31306,5746,Indemnity Reserve
CLM993,8/5/23,15183,4717,Indemnity Reserve
CLM994,1/27/24,26012,25299,Indemnity Reserve
CLM995,2/7/23,15816,2946,Indemnity Reserve
CLM996,8/22/23,21916,14672,Indemnity Reserve
CLM997,5/7/23,27120,13598,Indemnity Reserve
CLM998,4/15/23,15062,13774,Indemnity Reserve
CLM999,4/10/23,20585,19323,Indemnity Reserve
