Insured/Policyholder ID,Demographics,Location,Customer Segment,Years as Customer,Number of Policies Held,Previous Claims History
INS54601,"45, Male, Married","Athens, GA, 30601",High Value,16,4,"1 prior claim, $2000 total paid"
INS54602,"28, Female, Single","Athens, GA, 30601",Standard,19,3,"2 prior claims, $15000 total paid"
INS54603,"35, Male, Single","Roswell, GA, 30075",High Value,10,4,"1 prior claim, $5000 total paid"
INS54604,"35, Male, Single","Macon, GA, 31201",Commercial,18,3,"1 prior claim, $5000 total paid"
INS54605,"28, Female, Single","Augusta, GA, 30901",Small Business,20,1,"2 prior claims, $15000 total paid"
INS54606,"60, Male, Single","Augusta, GA, 30901",High Value,13,2,"1 prior claim, $2000 total paid"
INS54607,"55, Female, Single","Albany, GA, 31701",Small Business,17,2,"3 prior claims, $20000 total paid"
INS54608,"55, Female, Single","Augusta, GA, 30901",High Value,10,1,"1 prior claim, $5000 total paid"
INS54609,"35, Male, Single","Albany, GA, 31701",High Value,7,1,"1 prior claim, $5000 total paid"
INS54610,"35, Male, Single","Atlanta, GA, 30303",Standard,9,1,"1 prior claim, $2000 total paid"
INS54611,"30, Female, Married","Augusta, GA, 30901",Small Business,2,3,"1 prior claim, $2000 total paid"
INS54612,"35, Male, Single","Columbus, GA, 31901",Commercial,4,4,0 prior claims
INS54613,"35, Male, Single","Macon, GA, 31201",Standard,17,1,"1 prior claim, $5000 total paid"
INS54614,"50, Female, Married","Atlanta, GA, 30303",Standard,17,3,"1 prior claim, $2000 total paid"
INS54615,"30, Female, Married","Albany, GA, 31701",High Value,11,2,"3 prior claims, $20000 total paid"
INS54616,"50, Female, Married","Augusta, GA, 30901",Standard,20,1,"1 prior claim, $2000 total paid"
INS54617,"40, Male, Married","Albany, GA, 31701",Standard,11,2,"1 prior claim, $5000 total paid"
INS54618,"28, Female, Single","Albany, GA, 31701",High Value,1,2,"1 prior claim, $5000 total paid"
INS54619,"50, Female, Married","Roswell, GA, 30075",Commercial,17,1,"3 prior claims, $20000 total paid"
INS54620,"35, Male, Single","Roswell, GA, 30075",Small Business,5,4,"1 prior claim, $5000 total paid"
INS54621,"50, Female, Married","Athens, GA, 30601",Commercial,17,1,"1 prior claim, $5000 total paid"
INS54622,"55, Female, Single","Columbus, GA, 31901",High Value,12,2,"1 prior claim, $5000 total paid"
INS54623,"50, Female, Married","Roswell, GA, 30075",Small Business,17,1,0 prior claims
INS54624,"45, Male, Married","Savannah, GA, 31401",Standard,11,4,"1 prior claim, $2000 total paid"
INS54625,"45, Male, Married","Atlanta, GA, 30303",Commercial,19,4,"1 prior claim, $5000 total paid"
INS54626,"60, Male, Single","Roswell, GA, 30075",High Value,10,1,0 prior claims
INS54627,"55, Female, Single","Atlanta, GA, 30303",Standard,11,4,"1 prior claim, $2000 total paid"
INS54628,"55, Female, Single","Macon, GA, 31201",High Value,7,1,"1 prior claim, $5000 total paid"
INS54629,"35, Male, Single","Augusta, GA, 30901",Small Business,12,1,"1 prior claim, $2000 total paid"
INS54630,"60, Male, Single","Atlanta, GA, 30303",Commercial,20,1,"1 prior claim, $5000 total paid"
INS54631,"50, Female, Married","Atlanta, GA, 30303",High Value,17,2,"1 prior claim, $2000 total paid"
INS54632,"50, Female, Married","Roswell, GA, 30075",High Value,6,1,"2 prior claims, $15000 total paid"
INS54633,"55, Female, Single","Columbus, GA, 31901",Standard,13,3,0 prior claims
INS54634,"28, Female, Single","Atlanta, GA, 30303",Small Business,9,4,"1 prior claim, $5000 total paid"
INS54635,"50, Female, Married","Savannah, GA, 31401",Small Business,4,4,"1 prior claim, $5000 total paid"
INS54636,"28, Female, Single","Macon, GA, 31201",Commercial,7,2,"3 prior claims, $20000 total paid"
INS54637,"45, Male, Married","Columbus, GA, 31901",Small Business,10,1,"1 prior claim, $2000 total paid"
INS54638,"28, Female, Single","Atlanta, GA, 30303",Standard,3,3,0 prior claims
INS54639,"30, Female, Married","Macon, GA, 31201",Small Business,16,1,"2 prior claims, $15000 total paid"
INS54640,"45, Male, Married","Atlanta, GA, 30303",Standard,13,4,"2 prior claims, $15000 total paid"
INS54641,"55, Female, Single","Albany, GA, 31701",High Value,5,2,"1 prior claim, $5000 total paid"
INS54642,"28, Female, Single","Roswell, GA, 30075",Small Business,10,2,"3 prior claims, $20000 total paid"
INS54643,"35, Male, Single","Albany, GA, 31701",Small Business,1,1,"1 prior claim, $5000 total paid"
INS54644,"50, Female, Married","Savannah, GA, 31401",Small Business,15,4,0 prior claims
INS54645,"45, Male, Married","Athens, GA, 30601",Small Business,5,2,0 prior claims
INS54646,"50, Female, Married","Augusta, GA, 30901",Standard,3,4,"1 prior claim, $2000 total paid"
INS54647,"50, Female, Married","Columbus, GA, 31901",Small Business,20,2,"1 prior claim, $2000 total paid"
INS54648,"28, Female, Single","Macon, GA, 31201",Commercial,10,2,"3 prior claims, $20000 total paid"
INS54649,"30, Female, Married","Savannah, GA, 31401",High Value,7,1,"1 prior claim, $2000 total paid"
INS54650,"35, Male, Single","Roswell, GA, 30075",Commercial,2,4,"1 prior claim, $2000 total paid"
INS54651,"40, Male, Married","Savannah, GA, 31401",Commercial,8,3,"2 prior claims, $15000 total paid"
INS54652,"55, Female, Single","Columbus, GA, 31901",Small Business,18,4,"1 prior claim, $2000 total paid"
INS54653,"50, Female, Married","Athens, GA, 30601",High Value,20,4,"2 prior claims, $15000 total paid"
INS54654,"35, Male, Single","Augusta, GA, 30901",Small Business,1,4,"1 prior claim, $5000 total paid"
INS54655,"40, Male, Married","Augusta, GA, 30901",High Value,10,2,"2 prior claims, $15000 total paid"
INS54656,"40, Male, Married","Macon, GA, 31201",Commercial,19,4,0 prior claims
INS54657,"45, Male, Married","Atlanta, GA, 30303",Small Business,15,4,"3 prior claims, $20000 total paid"
INS54658,"45, Male, Married","Savannah, GA, 31401",Small Business,12,2,"1 prior claim, $5000 total paid"
INS54659,"35, Male, Single","Athens, GA, 30601",Commercial,9,3,"1 prior claim, $2000 total paid"
INS54660,"30, Female, Married","Albany, GA, 31701",Commercial,7,1,"1 prior claim, $2000 total paid"
INS54661,"55, Female, Single","Macon, GA, 31201",Small Business,4,2,"1 prior claim, $5000 total paid"
INS54662,"35, Male, Single","Macon, GA, 31201",Small Business,3,2,0 prior claims
INS54663,"60, Male, Single","Savannah, GA, 31401",Standard,17,4,"1 prior claim, $5000 total paid"
INS54664,"35, Male, Single","Atlanta, GA, 30303",High Value,11,4,"3 prior claims, $20000 total paid"
INS54665,"28, Female, Single","Macon, GA, 31201",Commercial,4,1,"1 prior claim, $5000 total paid"
INS54666,"55, Female, Single","Savannah, GA, 31401",Standard,16,3,"2 prior claims, $15000 total paid"
INS54667,"50, Female, Married","Macon, GA, 31201",Commercial,20,2,"2 prior claims, $15000 total paid"
INS54668,"45, Male, Married","Columbus, GA, 31901",Small Business,2,4,"1 prior claim, $2000 total paid"
INS54669,"55, Female, Single","Athens, GA, 30601",Commercial,16,3,"1 prior claim, $5000 total paid"
INS54670,"28, Female, Single","Columbus, GA, 31901",Commercial,6,2,"1 prior claim, $2000 total paid"
INS54671,"55, Female, Single","Savannah, GA, 31401",Standard,1,2,"2 prior claims, $15000 total paid"
INS54672,"55, Female, Single","Roswell, GA, 30075",Commercial,18,1,"3 prior claims, $20000 total paid"
INS54673,"60, Male, Single","Athens, GA, 30601",Commercial,11,3,"3 prior claims, $20000 total paid"
INS54674,"28, Female, Single","Athens, GA, 30601",Commercial,3,4,0 prior claims
INS54675,"30, Female, Married","Athens, GA, 30601",Small Business,6,3,"1 prior claim, $5000 total paid"
INS54676,"45, Male, Married","Macon, GA, 31201",Commercial,14,4,"1 prior claim, $2000 total paid"
INS54677,"28, Female, Single","Columbus, GA, 31901",Commercial,14,3,"1 prior claim, $2000 total paid"
INS54678,"50, Female, Married","Macon, GA, 31201",Small Business,3,1,"2 prior claims, $15000 total paid"
INS54679,"40, Male, Married","Augusta, GA, 30901",Standard,13,1,"1 prior claim, $2000 total paid"
INS54680,"50, Female, Married","Macon, GA, 31201",Standard,13,3,"2 prior claims, $15000 total paid"
INS54681,"55, Female, Single","Roswell, GA, 30075",High Value,15,1,"1 prior claim, $2000 total paid"
INS54682,"60, Male, Single","Albany, GA, 31701",High Value,6,2,0 prior claims
INS54683,"50, Female, Married","Augusta, GA, 30901",Standard,3,4,"2 prior claims, $15000 total paid"
INS54684,"45, Male, Married","Albany, GA, 31701",Standard,5,2,0 prior claims
INS54685,"45, Male, Married","Athens, GA, 30601",Commercial,4,3,"1 prior claim, $2000 total paid"
INS54686,"40, Male, Married","Atlanta, GA, 30303",Small Business,7,1,0 prior claims
INS54687,"35, Male, Single","Savannah, GA, 31401",High Value,13,1,"1 prior claim, $2000 total paid"
INS54688,"30, Female, Married","Athens, GA, 30601",Commercial,9,2,"3 prior claims, $20000 total paid"
INS54689,"55, Female, Single","Columbus, GA, 31901",High Value,4,4,0 prior claims
INS54690,"55, Female, Single","Roswell, GA, 30075",Commercial,20,2,"2 prior claims, $15000 total paid"
INS54691,"28, Female, Single","Macon, GA, 31201",Standard,10,3,"1 prior claim, $5000 total paid"
INS54692,"40, Male, Married","Macon, GA, 31201",High Value,16,4,"1 prior claim, $2000 total paid"
INS54693,"28, Female, Single","Columbus, GA, 31901",Commercial,15,1,"2 prior claims, $15000 total paid"
INS54694,"30, Female, Married","Albany, GA, 31701",Small Business,1,2,0 prior claims
INS54695,"30, Female, Married","Athens, GA, 30601",High Value,14,4,"3 prior claims, $20000 total paid"
INS54696,"55, Female, Single","Macon, GA, 31201",Commercial,9,4,"1 prior claim, $2000 total paid"
INS54697,"28, Female, Single","Macon, GA, 31201",Commercial,19,4,"1 prior claim, $5000 total paid"
INS54698,"50, Female, Married","Albany, GA, 31701",Standard,1,2,"1 prior claim, $2000 total paid"
INS54699,"60, Male, Single","Roswell, GA, 30075",Standard,1,3,"3 prior claims, $20000 total paid"
INS54700,"40, Male, Married","Roswell, GA, 30075",Commercial,14,4,"2 prior claims, $15000 total paid"
INS54701,"28, Female, Single","Atlanta, GA, 30303",Small Business,16,4,"3 prior claims, $20000 total paid"
INS54702,"35, Male, Single","Roswell, GA, 30075",Standard,1,3,"1 prior claim, $5000 total paid"
INS54703,"40, Male, Married","Roswell, GA, 30075",High Value,2,1,"1 prior claim, $2000 total paid"
INS54704,"50, Female, Married","Albany, GA, 31701",Small Business,20,3,"3 prior claims, $20000 total paid"
INS54705,"40, Male, Married","Athens, GA, 30601",Small Business,13,4,0 prior claims
INS54706,"30, Female, Married","Atlanta, GA, 30303",High Value,1,1,0 prior claims
INS54707,"40, Male, Married","Columbus, GA, 31901",Commercial,8,2,"3 prior claims, $20000 total paid"
INS54708,"50, Female, Married","Augusta, GA, 30901",Standard,14,4,"1 prior claim, $5000 total paid"
INS54709,"45, Male, Married","Columbus, GA, 31901",Small Business,17,2,"1 prior claim, $5000 total paid"
INS54710,"55, Female, Single","Augusta, GA, 30901",Standard,12,1,"3 prior claims, $20000 total paid"
INS54711,"55, Female, Single","Roswell, GA, 30075",Standard,19,4,"1 prior claim, $5000 total paid"
INS54712,"55, Female, Single","Albany, GA, 31701",Small Business,16,3,"3 prior claims, $20000 total paid"
INS54713,"60, Male, Single","Roswell, GA, 30075",Small Business,9,3,"2 prior claims, $15000 total paid"
INS54714,"55, Female, Single","Savannah, GA, 31401",Small Business,1,1,"1 prior claim, $5000 total paid"
INS54715,"40, Male, Married","Athens, GA, 30601",Commercial,14,1,"2 prior claims, $15000 total paid"
INS54716,"35, Male, Single","Columbus, GA, 31901",Commercial,6,2,"1 prior claim, $2000 total paid"
INS54717,"28, Female, Single","Athens, GA, 30601",Small Business,4,4,"2 prior claims, $15000 total paid"
INS54718,"35, Male, Single","Augusta, GA, 30901",Small Business,3,1,"3 prior claims, $20000 total paid"
INS54719,"55, Female, Single","Augusta, GA, 30901",High Value,2,1,"1 prior claim, $5000 total paid"
INS54720,"55, Female, Single","Albany, GA, 31701",Standard,16,2,"2 prior claims, $15000 total paid"
INS54721,"55, Female, Single","Macon, GA, 31201",Commercial,11,4,0 prior claims
INS54722,"55, Female, Single","Columbus, GA, 31901",Commercial,5,3,"2 prior claims, $15000 total paid"
INS54723,"28, Female, Single","Macon, GA, 31201",Commercial,15,4,0 prior claims
INS54724,"45, Male, Married","Albany, GA, 31701",Standard,6,2,"1 prior claim, $5000 total paid"
INS54725,"55, Female, Single","Albany, GA, 31701",Commercial,1,1,"1 prior claim, $5000 total paid"
INS54726,"55, Female, Single","Roswell, GA, 30075",Commercial,15,2,"2 prior claims, $15000 total paid"
INS54727,"28, Female, Single","Macon, GA, 31201",Small Business,15,3,"3 prior claims, $20000 total paid"
INS54728,"45, Male, Married","Athens, GA, 30601",Commercial,14,1,"2 prior claims, $15000 total paid"
INS54729,"40, Male, Married","Albany, GA, 31701",High Value,12,4,"1 prior claim, $2000 total paid"
INS54730,"45, Male, Married","Albany, GA, 31701",Standard,19,3,0 prior claims
INS54731,"60, Male, Single","Macon, GA, 31201",Standard,7,2,"1 prior claim, $2000 total paid"
INS54732,"30, Female, Married","Albany, GA, 31701",Standard,2,4,0 prior claims
INS54733,"40, Male, Married","Augusta, GA, 30901",Small Business,2,1,0 prior claims
INS54734,"60, Male, Single","Macon, GA, 31201",High Value,14,3,"1 prior claim, $5000 total paid"
INS54735,"28, Female, Single","Athens, GA, 30601",Standard,19,4,"1 prior claim, $2000 total paid"
INS54736,"28, Female, Single","Macon, GA, 31201",Standard,18,2,"2 prior claims, $15000 total paid"
INS54737,"60, Male, Single","Roswell, GA, 30075",Commercial,20,3,"1 prior claim, $2000 total paid"
INS54738,"35, Male, Single","Atlanta, GA, 30303",Small Business,13,3,"1 prior claim, $5000 total paid"
INS54739,"28, Female, Single","Macon, GA, 31201",Standard,20,2,"1 prior claim, $2000 total paid"
INS54740,"60, Male, Single","Augusta, GA, 30901",Commercial,4,1,0 prior claims
INS54741,"60, Male, Single","Columbus, GA, 31901",Commercial,14,4,"2 prior claims, $15000 total paid"
INS54742,"45, Male, Married","Macon, GA, 31201",High Value,11,3,"1 prior claim, $2000 total paid"
INS54743,"40, Male, Married","Savannah, GA, 31401",High Value,14,2,0 prior claims
INS54744,"30, Female, Married","Albany, GA, 31701",Standard,8,1,"3 prior claims, $20000 total paid"
INS54745,"50, Female, Married","Macon, GA, 31201",High Value,16,3,"1 prior claim, $2000 total paid"
INS54746,"50, Female, Married","Athens, GA, 30601",High Value,9,2,"3 prior claims, $20000 total paid"
INS54747,"50, Female, Married","Columbus, GA, 31901",Standard,15,3,"3 prior claims, $20000 total paid"
INS54748,"50, Female, Married","Columbus, GA, 31901",Small Business,17,1,"2 prior claims, $15000 total paid"
INS54749,"50, Female, Married","Augusta, GA, 30901",Standard,19,4,"1 prior claim, $5000 total paid"
INS54750,"28, Female, Single","Athens, GA, 30601",High Value,18,4,"1 prior claim, $2000 total paid"
INS54751,"55, Female, Single","Savannah, GA, 31401",High Value,10,3,"1 prior claim, $2000 total paid"
INS54752,"30, Female, Married","Albany, GA, 31701",Small Business,14,3,"1 prior claim, $5000 total paid"
INS54753,"60, Male, Single","Macon, GA, 31201",High Value,4,2,"2 prior claims, $15000 total paid"
INS54754,"30, Female, Married","Savannah, GA, 31401",High Value,9,3,"3 prior claims, $20000 total paid"
INS54755,"40, Male, Married","Athens, GA, 30601",Standard,11,3,"2 prior claims, $15000 total paid"
INS54756,"40, Male, Married","Roswell, GA, 30075",Small Business,17,2,"1 prior claim, $2000 total paid"
INS54757,"60, Male, Single","Roswell, GA, 30075",Small Business,4,3,"1 prior claim, $2000 total paid"
INS54758,"45, Male, Married","Atlanta, GA, 30303",Standard,7,4,0 prior claims
INS54759,"35, Male, Single","Athens, GA, 30601",High Value,6,4,"1 prior claim, $5000 total paid"
INS54760,"50, Female, Married","Augusta, GA, 30901",Small Business,1,4,"1 prior claim, $2000 total paid"
INS54761,"30, Female, Married","Roswell, GA, 30075",Standard,5,3,"1 prior claim, $2000 total paid"
INS54762,"55, Female, Single","Macon, GA, 31201",Small Business,13,1,"2 prior claims, $15000 total paid"
INS54763,"30, Female, Married","Augusta, GA, 30901",High Value,7,1,"2 prior claims, $15000 total paid"
INS54764,"55, Female, Single","Augusta, GA, 30901",Standard,11,1,0 prior claims
INS54765,"35, Male, Single","Savannah, GA, 31401",High Value,1,3,"3 prior claims, $20000 total paid"
INS54766,"45, Male, Married","Savannah, GA, 31401",High Value,8,2,"1 prior claim, $2000 total paid"
INS54767,"60, Male, Single","Roswell, GA, 30075",Standard,4,3,"1 prior claim, $2000 total paid"
INS54768,"40, Male, Married","Athens, GA, 30601",Small Business,13,1,0 prior claims
INS54769,"35, Male, Single","Augusta, GA, 30901",Commercial,4,4,"1 prior claim, $5000 total paid"
INS54770,"30, Female, Married","Athens, GA, 30601",Commercial,7,4,"2 prior claims, $15000 total paid"
INS54771,"28, Female, Single","Roswell, GA, 30075",Standard,15,1,"3 prior claims, $20000 total paid"
INS54772,"40, Male, Married","Columbus, GA, 31901",Small Business,3,4,"1 prior claim, $2000 total paid"
INS54773,"30, Female, Married","Athens, GA, 30601",High Value,14,2,"1 prior claim, $5000 total paid"
INS54774,"45, Male, Married","Atlanta, GA, 30303",Standard,10,1,0 prior claims
INS54775,"60, Male, Single","Savannah, GA, 31401",Commercial,17,3,"3 prior claims, $20000 total paid"
