Policy Number,Policy Effective Date,Policy Expiration Date,Product Name/Type,Coverage Limits,Deductible Amount,Premium Amount,Agent/Broker ID,Underwriting Segment/Risk Class
POL79222,5/10/22,5/9/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79223,9/30/22,9/29/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79224,3/14/23,3/12/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79225,3/25/23,3/23/24,Health Basic,5000,250,500,AGT103,Standard
POL79226,2/2/22,2/1/23,Health Basic,5000,250,500,AGT102,Standard
POL79227,12/23/22,12/22/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL79228,12/2/22,12/1/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79229,8/12/23,8/10/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79230,7/21/22,7/20/23,Health Basic,5000,250,500,AGT101,Standard
POL79231,11/24/23,11/22/24,Auto Standard,100000,500,1200,AGT102,Standard
POL79232,2/7/22,2/6/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79233,1/24/23,1/23/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79234,6/22/23,6/20/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79235,8/6/23,8/4/24,Auto Standard,100000,500,1200,AGT102,Standard
POL79236,7/15/22,7/14/23,Health Basic,5000,250,500,AGT103,Standard
POL79237,9/29/22,9/28/23,Auto Standard,100000,500,1200,AGT102,Standard
POL79238,12/22/23,12/20/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79239,8/21/23,8/19/24,Health Basic,5000,250,500,AGT101,Standard
POL79240,9/29/22,9/28/23,Auto Standard,100000,500,1200,AGT103,Standard
POL79241,9/6/22,9/5/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79242,8/15/23,8/13/24,Health Basic,5000,250,500,AGT102,Standard
POL79243,9/13/23,9/11/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79244,12/13/23,12/11/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79245,6/26/23,6/24/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79246,4/7/23,4/5/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79247,3/24/22,3/23/23,Auto Standard,100000,500,1200,AGT103,Standard
POL79248,9/10/23,9/8/24,Auto Standard,100000,500,1200,AGT103,Standard
POL79249,1/19/22,1/18/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79250,6/2/22,6/1/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79251,11/9/23,11/7/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79252,12/6/23,12/4/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79253,11/5/22,11/4/23,Health Basic,5000,250,500,AGT103,Standard
POL79254,2/5/22,2/4/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79255,2/9/23,2/8/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79256,6/15/23,6/13/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79257,11/22/22,11/21/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79258,1/16/22,1/15/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79259,2/26/22,2/25/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79260,1/4/22,1/3/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79261,1/26/23,1/25/24,Auto Standard,100000,500,1200,AGT102,Standard
POL79262,4/24/23,4/22/24,Auto Standard,100000,500,1200,AGT102,Standard
POL79263,4/11/22,4/10/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79264,2/26/23,2/25/24,Health Basic,5000,250,500,AGT102,Standard
POL79265,9/26/23,9/24/24,Health Basic,5000,250,500,AGT103,Standard
POL79266,2/1/23,1/31/24,Health Basic,5000,250,500,AGT101,Standard
POL79267,4/27/23,4/25/24,Health Basic,5000,250,500,AGT103,Standard
POL79268,10/17/23,10/15/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79269,1/23/22,1/22/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79270,10/16/23,10/14/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79271,5/24/23,5/22/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79272,12/14/22,12/13/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79273,12/13/23,12/11/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79274,8/17/23,8/15/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79275,8/17/23,8/15/24,Health Basic,5000,250,500,AGT103,Standard
POL79276,1/1/22,12/31/22,Health Basic,5000,250,500,AGT103,Standard
POL79277,3/24/22,3/23/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79278,9/17/23,9/15/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79279,11/9/22,11/8/23,Health Basic,5000,250,500,AGT101,Standard
POL79280,5/8/23,5/6/24,Auto Standard,100000,500,1200,AGT103,Standard
POL79281,6/30/23,6/28/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79282,4/15/22,4/14/23,Auto Standard,100000,500,1200,AGT102,Standard
POL79283,6/1/23,5/30/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79284,9/28/23,9/26/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79285,12/16/23,12/14/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79286,6/13/22,6/12/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79287,12/8/23,12/6/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79288,5/26/23,5/24/24,Health Basic,5000,250,500,AGT102,Standard
POL79289,7/13/22,7/12/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79290,8/28/23,8/26/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79291,2/4/23,2/3/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79292,2/17/22,2/16/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79293,4/10/22,4/9/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79294,12/30/23,12/28/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79295,1/1/24,12/30/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79296,11/10/22,11/9/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79297,8/30/22,8/29/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79298,6/10/22,6/9/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79299,5/26/23,5/24/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79300,11/30/22,11/29/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79301,12/29/22,12/28/23,Auto Standard,100000,500,1200,AGT102,Standard
POL79302,10/31/23,10/29/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79303,10/24/23,10/22/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79304,4/23/22,4/22/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79305,8/9/23,8/7/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79306,7/6/23,7/4/24,Auto Standard,100000,500,1200,AGT102,Standard
POL79307,11/14/23,11/12/24,Health Basic,5000,250,500,AGT103,Standard
POL79308,5/5/23,5/3/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79309,6/4/23,6/2/24,Auto Standard,100000,500,1200,AGT101,Standard
POL79310,7/28/22,7/27/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL79311,6/12/23,6/10/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79312,11/26/22,11/25/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL79313,11/22/22,11/21/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79314,3/5/22,3/4/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL79315,2/22/22,2/21/23,Health Basic,5000,250,500,AGT102,Standard
POL79316,12/21/22,12/20/23,Auto Standard,100000,500,1200,AGT101,Standard
POL79317,11/8/23,11/6/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79318,8/6/23,8/4/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79319,1/27/23,1/26/24,Auto Standard,100000,500,1200,AGT102,Standard
POL79320,8/17/22,8/16/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79321,10/30/23,10/28/24,Health Basic,5000,250,500,AGT101,Standard
POL79322,2/14/23,2/13/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79323,12/10/23,12/8/24,Health Basic,5000,250,500,AGT101,Standard
POL79324,5/2/23,4/30/24,Health Basic,5000,250,500,AGT102,Standard
POL79325,9/23/22,9/22/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79326,3/30/22,3/29/23,Health Basic,5000,250,500,AGT102,Standard
POL79327,11/16/23,11/14/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79328,5/22/23,5/20/24,Health Basic,5000,250,500,AGT101,Standard
POL79329,2/13/22,2/12/23,Health Basic,5000,250,500,AGT101,Standard
POL79330,7/15/23,7/13/24,Health Basic,5000,250,500,AGT103,Standard
POL79331,5/21/22,5/20/23,Health Basic,5000,250,500,AGT102,Standard
POL79332,6/9/22,6/8/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79333,5/25/23,5/23/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79334,7/18/22,7/17/23,Auto Standard,100000,500,1200,AGT102,Standard
POL79335,8/21/22,8/20/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79336,12/24/23,12/22/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79337,9/22/22,9/21/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79338,6/16/22,6/15/23,Auto Standard,100000,500,1200,AGT101,Standard
POL79339,10/17/23,10/15/24,Auto Standard,100000,500,1200,AGT103,Standard
POL79340,2/13/22,2/12/23,Health Basic,5000,250,500,AGT103,Standard
POL79341,10/11/22,10/10/23,Health Basic,5000,250,500,AGT103,Standard
POL79342,9/29/23,9/27/24,Health Basic,5000,250,500,AGT102,Standard
POL79343,5/25/23,5/23/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79344,3/19/22,3/18/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79345,11/17/23,11/15/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79346,10/21/23,10/19/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79347,6/5/22,6/4/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79348,2/18/23,2/17/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79349,1/14/23,1/13/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79350,8/19/22,8/18/23,Health Basic,5000,250,500,AGT103,Standard
POL79351,2/26/23,2/25/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79352,3/6/23,3/4/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79353,1/14/23,1/13/24,Health Basic,5000,250,500,AGT103,Standard
POL79354,10/8/22,10/7/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79355,9/11/23,9/9/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL79356,12/6/23,12/4/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79357,8/5/22,8/4/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79358,11/25/23,11/23/24,Auto Standard,100000,500,1200,AGT103,Standard
POL79359,1/25/22,1/24/23,Health Basic,5000,250,500,AGT101,Standard
POL79360,4/6/22,4/5/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79361,7/23/22,7/22/23,Auto Standard,100000,500,1200,AGT102,Standard
POL79362,7/31/23,7/29/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79363,7/19/22,7/18/23,Auto Standard,100000,500,1200,AGT101,Standard
POL79364,9/27/23,9/25/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79365,8/18/23,8/16/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79366,11/30/23,11/28/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79367,11/27/22,11/26/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79368,9/30/23,9/28/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79369,12/2/23,11/30/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79370,8/9/23,8/7/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79371,6/6/22,6/5/23,Auto Standard,100000,500,1200,AGT101,Standard
POL79372,11/18/23,11/16/24,Health Basic,5000,250,500,AGT102,Standard
POL79373,1/16/23,1/15/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL79374,2/15/22,2/14/23,Health Basic,5000,250,500,AGT101,Standard
POL79375,1/30/22,1/29/23,Auto Standard,100000,500,1200,AGT101,Standard
POL79376,1/10/22,1/9/23,Auto Standard,100000,500,1200,AGT101,Standard
POL79377,5/20/23,5/18/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79378,7/24/22,7/23/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79379,10/12/23,10/10/24,Health Basic,5000,250,500,AGT102,Standard
POL79380,12/5/22,12/4/23,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79381,10/10/22,10/9/23,Auto Standard,100000,500,1200,AGT103,Standard
POL79382,7/3/22,7/2/23,Health Basic,5000,250,500,AGT102,Standard
POL79383,11/3/23,11/1/24,Health Basic,5000,250,500,AGT101,Standard
POL79384,9/22/22,9/21/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79385,5/5/23,5/3/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL79386,10/27/23,10/25/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79387,2/5/23,2/4/24,Auto Standard,100000,500,1200,AGT103,Standard
POL79388,2/24/22,2/23/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79389,1/30/23,1/29/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79390,6/23/23,6/21/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79391,6/3/22,6/2/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79392,5/11/23,5/9/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79393,2/1/22,1/31/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79394,12/10/22,12/9/23,Health Basic,5000,250,500,AGT103,Standard
POL79395,10/11/22,10/10/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79396,8/26/22,8/25/23,Health Basic,5000,250,500,AGT103,Standard
POL79397,1/4/22,1/3/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79398,10/30/22,10/29/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79399,11/4/22,11/3/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79400,9/11/22,9/10/23,Health Basic,5000,250,500,AGT101,Standard
POL79401,7/12/22,7/11/23,Auto Standard,100000,500,1200,AGT103,Standard
POL79402,10/14/22,10/13/23,Auto Standard,100000,500,1200,AGT101,Standard
POL79403,4/30/23,4/28/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79404,6/15/23,6/13/24,Health Basic,5000,250,500,AGT103,Standard
POL79405,6/11/23,6/9/24,Auto Standard,100000,500,1200,AGT102,Standard
POL79406,5/13/23,5/11/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79407,12/23/22,12/22/23,Health Basic,5000,250,500,AGT103,Standard
POL79408,3/29/23,3/27/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79409,7/4/23,7/2/24,Auto Standard,100000,500,1200,AGT101,Standard
POL79410,5/17/22,5/16/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79411,8/23/23,8/21/24,Health Basic,5000,250,500,AGT103,Standard
POL79412,8/25/23,8/23/24,Auto Standard,100000,500,1200,AGT103,Standard
POL79413,12/16/23,12/14/24,Auto Standard,100000,500,1200,AGT102,Standard
POL79414,2/25/23,2/24/24,Health Basic,5000,250,500,AGT103,Standard
POL79415,8/29/22,8/28/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79416,11/12/23,11/10/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79417,4/14/22,4/13/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79418,6/23/23,6/21/24,Auto Standard,100000,500,1200,AGT103,Standard
POL79419,2/10/22,2/9/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79420,1/16/23,1/15/24,Auto Standard,100000,500,1200,AGT103,Standard
POL79421,2/2/22,2/1/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79422,10/11/22,10/10/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL79423,2/21/22,2/20/23,Auto Standard,100000,500,1200,AGT102,Standard
POL79424,10/16/22,10/15/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79425,10/30/22,10/29/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79426,10/31/22,10/30/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79427,6/21/22,6/20/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79428,2/9/22,2/8/23,Health Basic,5000,250,500,AGT101,Standard
POL79429,8/21/23,8/19/24,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79430,8/12/23,8/10/24,Auto Standard,100000,500,1200,AGT102,Standard
POL79431,6/20/22,6/19/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79432,6/3/23,6/1/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79433,2/21/22,2/20/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79434,5/9/23,5/7/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79435,6/24/22,6/23/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79436,7/8/22,7/7/23,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79437,11/17/22,11/16/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79438,5/21/23,5/19/24,Health Basic,5000,250,500,AGT101,Standard
POL79439,10/31/22,10/30/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79440,4/12/22,4/11/23,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL79441,4/1/23,3/30/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79442,7/31/23,7/29/24,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79443,1/30/22,1/29/23,Property Commercial,500000,2000,2500,AGT101,Commercial
POL79444,4/25/22,4/24/23,Health Basic,5000,250,500,AGT103,Standard
POL79445,12/17/23,12/15/24,Health Basic,5000,250,500,AGT103,Standard
POL79446,10/3/22,10/2/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79447,11/13/22,11/12/23,Health Basic,5000,250,500,AGT102,Standard
POL79448,1/23/22,1/22/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79449,10/19/23,10/17/24,Health Basic,5000,250,500,AGT102,Standard
POL79450,4/12/23,4/10/24,Health Basic,5000,250,500,AGT101,Standard
POL79451,9/12/22,9/11/23,Workers' Comp Small Business,50000,0,1000,AGT102,Small Business
POL79452,1/30/22,1/29/23,Health Basic,5000,250,500,AGT102,Standard
POL79453,4/20/23,4/18/24,Auto Standard,100000,500,1200,AGT103,Standard
POL79454,7/23/22,7/22/23,Health Basic,5000,250,500,AGT102,Standard
POL79455,4/2/23,3/31/24,Health Basic,5000,250,500,AGT103,Standard
POL79456,8/1/22,7/31/23,Auto Standard,100000,500,1200,AGT102,Standard
POL79457,8/4/22,8/3/23,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79458,5/10/23,5/8/24,Health Basic,5000,250,500,AGT103,Standard
POL79459,10/24/23,10/22/24,Workers' Comp Small Business,50000,0,1000,AGT103,Small Business
POL79460,9/4/23,9/2/24,Auto Standard,100000,500,1200,AGT102,Standard
POL79461,6/14/23,6/12/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79462,8/8/23,8/6/24,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79463,2/10/23,2/9/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79464,10/18/23,10/16/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79465,8/7/23,8/5/24,Property Commercial,500000,2000,2500,AGT102,Commercial
POL79466,7/15/22,7/14/23,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79467,3/10/23,3/8/24,Homeowners Plus,300000,1000,1800,AGT102,Preferred
POL79468,9/26/23,9/24/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL79469,7/25/22,7/24/23,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79470,12/2/23,11/30/24,Health Basic,5000,250,500,AGT102,Standard
POL79471,8/16/22,8/15/23,Health Basic,5000,250,500,AGT103,Standard
POL79472,5/5/23,5/3/24,Homeowners Plus,300000,1000,1800,AGT101,Preferred
POL79473,7/11/22,7/10/23,Property Commercial,500000,2000,2500,AGT103,Commercial
POL79474,10/28/23,10/26/24,Homeowners Plus,300000,1000,1800,AGT103,Preferred
POL79475,11/5/23,11/3/24,Workers' Comp Small Business,50000,0,1000,AGT101,Small Business
POL79476,4/20/23,4/18/24,Auto Standard,100000,500,1200,AGT102,Standard
POL79477,8/17/22,8/16/23,Auto Standard,100000,500,1200,AGT102,Standard
POL79478,5/23/23,5/21/24,Property Commercial,500000,2000,2500,AGT103,Commercial
