Claim ID,Transaction Date,Transaction Type,Amount Paid,Payment Category,Payee Type,Currency
CLM136,2/7/24,Payment,37379,Medical,Medical Provider,USD
CLM046,2/27/24,Expense,329,Replacement,Legal Counsel,USD
CLM009,1/11/24,Expense,4570,Investigation,Investigator,USD
CLM050,3/23/24,Expense,685,Investigation,Legal Counsel,USD
CLM083,4/21/24,Payment,14045,Medical,Vendor,USD
CLM189,4/10/24,Expense,4912,Investigation,Investigator,USD
CLM190,4/25/24,Payment,28150,Indemnity,Policyholder,USD
CLM056,3/12/24,Expense,3031,Investigation,Legal Counsel,USD
CLM055,6/21/24,Expense,3737,Replacement,Legal Counsel,USD
CLM067,2/16/24,Payment,17702,Indemnity,Vendor,USD
CLM011,5/21/24,Payment,7546,Repair,Policyholder,USD
CLM144,6/19/24,Expense,3177,Replacement,Legal Counsel,USD
CLM161,1/19/24,Payment,13187,Indemnity,Medical Provider,USD
CLM096,5/12/24,Expense,428,Replacement,Investigator,USD
CLM046,1/16/24,Expense,3896,Investigation,Investigator,USD
CLM170,5/15/24,Payment,7549,Legal,Medical Provider,USD
CLM082,6/18/24,Expense,4040,Investigation,Investigator,USD
CLM084,3/25/24,Payment,30905,Medical,Policyholder,USD
CLM106,1/4/24,Expense,3583,Investigation,Investigator,USD
CLM175,4/17/24,Expense,4151,Replacement,Legal Counsel,USD
CLM078,4/13/24,Payment,49212,Repair,Vendor,USD
CLM146,3/15/24,Expense,3485,Replacement,Investigator,USD
CLM111,3/22/24,Payment,4995,Indemnity,Policyholder,USD
CLM114,5/17/24,Payment,17750,Repair,Policyholder,USD
CLM199,4/23/24,Expense,364,Investigation,Investigator,USD
CLM018,2/13/24,Payment,22499,Repair,Policyholder,USD
CLM050,5/22/24,Expense,953,Replacement,Legal Counsel,USD
CLM065,5/5/24,Expense,167,Replacement,Investigator,USD
CLM028,5/12/24,Payment,30398,Legal,Policyholder,USD
CLM093,3/2/24,Payment,46012,Medical,Medical Provider,USD
CLM038,3/28/24,Expense,1510,Replacement,Investigator,USD
CLM118,2/15/24,Expense,1383,Investigation,Legal Counsel,USD
CLM016,3/6/24,Payment,22147,Medical,Vendor,USD
CLM096,1/12/24,Expense,4134,Replacement,Investigator,USD
CLM059,3/2/24,Expense,177,Investigation,Legal Counsel,USD
CLM048,2/5/24,Expense,1889,Investigation,Investigator,USD
CLM039,5/1/24,Payment,47959,Repair,Medical Provider,USD
CLM135,1/11/24,Payment,23834,Repair,Policyholder,USD
CLM116,3/21/24,Expense,1010,Replacement,Investigator,USD
CLM018,1/14/24,Expense,2384,Replacement,Legal Counsel,USD
CLM012,2/29/24,Expense,2623,Investigation,Legal Counsel,USD
CLM005,3/15/24,Expense,318,Investigation,Investigator,USD
CLM094,2/10/24,Expense,705,Investigation,Legal Counsel,USD
CLM161,6/14/24,Expense,653,Replacement,Investigator,USD
CLM129,4/15/24,Expense,810,Replacement,Investigator,USD
CLM182,1/12/24,Payment,49909,Medical,Policyholder,USD
CLM112,6/29/24,Expense,708,Replacement,Legal Counsel,USD
CLM013,4/22/24,Expense,4676,Replacement,Investigator,USD
CLM023,3/2/24,Payment,36542,Medical,Vendor,USD
CLM038,4/3/24,Expense,3121,Replacement,Investigator,USD
CLM166,6/18/24,Expense,430,Investigation,Investigator,USD
CLM145,1/17/24,Payment,43328,Indemnity,Medical Provider,USD
CLM072,2/19/24,Payment,6149,Indemnity,Medical Provider,USD
CLM162,1/15/24,Payment,8279,Medical,Policyholder,USD
CLM056,5/1/24,Payment,22183,Repair,Policyholder,USD
CLM048,6/3/24,Payment,27467,Indemnity,Medical Provider,USD
CLM139,5/15/24,Expense,3811,Replacement,Investigator,USD
CLM029,1/2/24,Payment,15964,Indemnity,Medical Provider,USD
CLM177,1/27/24,Expense,837,Replacement,Investigator,USD
CLM028,4/28/24,Expense,3343,Replacement,Legal Counsel,USD
CLM002,2/6/24,Expense,4965,Investigation,Investigator,USD
CLM041,5/25/24,Expense,2269,Replacement,Legal Counsel,USD
CLM051,3/11/24,Expense,1084,Investigation,Investigator,USD
CLM066,1/20/24,Expense,2854,Replacement,Legal Counsel,USD
CLM197,1/28/24,Payment,20923,Medical,Policyholder,USD
CLM045,6/17/24,Expense,166,Replacement,Legal Counsel,USD
CLM165,2/11/24,Expense,1791,Investigation,Legal Counsel,USD
CLM066,1/22/24,Expense,277,Replacement,Legal Counsel,USD
CLM023,5/6/24,Expense,2522,Investigation,Legal Counsel,USD
CLM148,4/24/24,Payment,6826,Medical,Policyholder,USD
CLM168,3/8/24,Payment,17834,Medical,Medical Provider,USD
CLM068,2/18/24,Payment,34648,Repair,Medical Provider,USD
CLM017,4/17/24,Payment,33774,Indemnity,Policyholder,USD
CLM186,3/7/24,Expense,3808,Investigation,Investigator,USD
CLM087,1/30/24,Expense,2826,Replacement,Investigator,USD
CLM033,6/17/24,Expense,3466,Replacement,Investigator,USD
CLM043,2/14/24,Expense,2476,Investigation,Investigator,USD
CLM128,6/5/24,Payment,18468,Medical,Vendor,USD
CLM061,2/21/24,Payment,41353,Indemnity,Policyholder,USD
CLM039,5/1/24,Expense,301,Investigation,Legal Counsel,USD
CLM058,3/19/24,Payment,37824,Indemnity,Vendor,USD
CLM184,1/3/24,Expense,1978,Investigation,Legal Counsel,USD
CLM094,1/1/24,Payment,7640,Repair,Vendor,USD
CLM042,3/21/24,Expense,3382,Investigation,Legal Counsel,USD
CLM082,5/28/24,Expense,4561,Replacement,Legal Counsel,USD
CLM081,4/6/24,Payment,49408,Indemnity,Vendor,USD
CLM123,4/19/24,Expense,2044,Investigation,Legal Counsel,USD
CLM176,6/16/24,Payment,4173,Medical,Vendor,USD
CLM197,6/11/24,Payment,34308,Legal,Policyholder,USD
CLM026,4/19/24,Expense,2722,Investigation,Investigator,USD
CLM144,5/30/24,Payment,9648,Medical,Vendor,USD
CLM030,1/28/24,Payment,39618,Medical,Policyholder,USD
CLM034,2/11/24,Payment,18266,Repair,Policyholder,USD
CLM166,2/26/24,Payment,35596,Repair,Medical Provider,USD
CLM070,3/2/24,Expense,2577,Replacement,Legal Counsel,USD
CLM010,4/16/24,Expense,203,Investigation,Legal Counsel,USD
CLM117,2/10/24,Expense,2846,Replacement,Legal Counsel,USD
CLM192,1/24/24,Payment,20376,Legal,Vendor,USD
CLM055,1/10/24,Expense,1863,Replacement,Investigator,USD
CLM019,4/19/24,Payment,5561,Indemnity,Vendor,USD
CLM062,2/9/24,Payment,12181,Medical,Policyholder,USD
CLM067,4/15/24,Payment,32980,Repair,Policyholder,USD
CLM165,1/3/24,Payment,38587,Medical,Policyholder,USD
CLM077,4/25/24,Payment,44278,Medical,Vendor,USD
CLM191,6/14/24,Expense,3147,Investigation,Legal Counsel,USD
CLM118,4/21/24,Expense,4664,Replacement,Legal Counsel,USD
CLM086,1/29/24,Expense,4012,Replacement,Legal Counsel,USD
CLM138,4/24/24,Expense,4368,Investigation,Legal Counsel,USD
CLM039,6/19/24,Expense,2532,Investigation,Legal Counsel,USD
CLM191,4/29/24,Payment,6281,Medical,Medical Provider,USD
CLM190,2/24/24,Payment,17539,Legal,Medical Provider,USD
CLM032,1/7/24,Payment,20677,Indemnity,Medical Provider,USD
CLM059,5/28/24,Expense,3911,Investigation,Investigator,USD
CLM006,3/24/24,Payment,11593,Repair,Medical Provider,USD
CLM146,1/4/24,Payment,25431,Legal,Policyholder,USD
CLM155,4/6/24,Payment,7134,Repair,Policyholder,USD
CLM102,6/11/24,Payment,3347,Legal,Vendor,USD
CLM027,1/14/24,Expense,3230,Investigation,Investigator,USD
CLM118,4/30/24,Payment,34057,Repair,Policyholder,USD
CLM044,1/9/24,Payment,31699,Repair,Vendor,USD
CLM107,2/23/24,Expense,3778,Replacement,Legal Counsel,USD
CLM041,4/26/24,Expense,2729,Replacement,Legal Counsel,USD
CLM154,1/31/24,Payment,6529,Medical,Medical Provider,USD
CLM177,6/29/24,Expense,4865,Replacement,Legal Counsel,USD
CLM051,4/15/24,Payment,44298,Medical,Vendor,USD
CLM029,4/5/24,Payment,5690,Indemnity,Medical Provider,USD
CLM097,1/21/24,Payment,30729,Repair,Policyholder,USD
CLM139,2/14/24,Payment,11675,Legal,Medical Provider,USD
CLM167,3/5/24,Expense,4516,Investigation,Investigator,USD
CLM189,6/10/24,Payment,6576,Indemnity,Policyholder,USD
CLM097,4/16/24,Payment,11365,Repair,Policyholder,USD
CLM004,5/14/24,Expense,3586,Investigation,Investigator,USD
CLM059,6/16/24,Payment,6727,Repair,Vendor,USD
CLM017,6/27/24,Expense,1232,Replacement,Legal Counsel,USD
CLM156,5/13/24,Expense,1080,Replacement,Legal Counsel,USD
CLM005,3/20/24,Expense,1446,Replacement,Investigator,USD
CLM141,4/3/24,Payment,28655,Repair,Vendor,USD
CLM129,1/18/24,Payment,7881,Medical,Medical Provider,USD
CLM149,6/27/24,Payment,33749,Repair,Policyholder,USD
CLM048,1/31/24,Payment,20533,Medical,Medical Provider,USD
CLM151,6/3/24,Expense,2539,Investigation,Legal Counsel,USD
CLM030,1/5/24,Expense,1952,Investigation,Legal Counsel,USD
CLM007,2/2/24,Expense,1277,Replacement,Investigator,USD
CLM099,1/23/24,Payment,27863,Indemnity,Medical Provider,USD
CLM005,6/21/24,Expense,3077,Replacement,Legal Counsel,USD
CLM102,1/16/24,Expense,370,Replacement,Legal Counsel,USD
CLM111,2/19/24,Payment,15427,Repair,Vendor,USD
CLM061,6/19/24,Expense,3608,Investigation,Legal Counsel,USD
CLM031,4/15/24,Expense,4079,Replacement,Investigator,USD
CLM001,3/6/24,Payment,32087,Medical,Medical Provider,USD
CLM196,5/4/24,Payment,27741,Medical,Medical Provider,USD
CLM130,4/11/24,Expense,4277,Investigation,Investigator,USD
CLM048,4/14/24,Expense,2795,Replacement,Investigator,USD
CLM184,3/25/24,Expense,2832,Replacement,Legal Counsel,USD
CLM008,3/13/24,Expense,4580,Investigation,Investigator,USD
CLM100,5/14/24,Expense,2306,Replacement,Legal Counsel,USD
CLM057,5/24/24,Expense,990,Replacement,Investigator,USD
CLM110,2/20/24,Expense,785,Investigation,Legal Counsel,USD
CLM021,4/3/24,Payment,11922,Medical,Policyholder,USD
CLM123,2/12/24,Payment,24506,Indemnity,Vendor,USD
CLM005,2/11/24,Payment,13225,Legal,Policyholder,USD
CLM178,2/15/24,Expense,2112,Replacement,Investigator,USD
CLM129,6/20/24,Payment,47533,Repair,Vendor,USD
CLM033,3/16/24,Expense,4135,Investigation,Legal Counsel,USD
CLM086,4/16/24,Payment,1102,Repair,Vendor,USD
CLM110,2/13/24,Payment,21133,Repair,Medical Provider,USD
CLM131,2/4/24,Payment,14586,Legal,Medical Provider,USD
CLM181,4/9/24,Payment,48989,Medical,Medical Provider,USD
CLM071,3/21/24,Expense,2252,Replacement,Investigator,USD
CLM036,5/16/24,Payment,29032,Repair,Vendor,USD
CLM043,5/28/24,Payment,39573,Medical,Medical Provider,USD
CLM173,5/24/24,Expense,890,Investigation,Legal Counsel,USD
CLM119,1/27/24,Payment,34699,Legal,Medical Provider,USD
CLM181,3/11/24,Expense,3572,Replacement,Investigator,USD
CLM067,4/17/24,Expense,3925,Replacement,Legal Counsel,USD
CLM163,2/18/24,Expense,1488,Investigation,Investigator,USD
CLM084,2/29/24,Payment,22980,Indemnity,Policyholder,USD
CLM039,3/29/24,Payment,15618,Medical,Policyholder,USD
CLM016,5/5/24,Payment,40450,Legal,Policyholder,USD
CLM077,2/28/24,Payment,45153,Indemnity,Vendor,USD
CLM032,4/25/24,Expense,3387,Investigation,Investigator,USD
CLM032,3/7/24,Expense,1889,Investigation,Investigator,USD
CLM085,1/29/24,Expense,1616,Investigation,Investigator,USD
CLM152,5/1/24,Expense,466,Replacement,Legal Counsel,USD
CLM058,4/28/24,Payment,40539,Repair,Vendor,USD
CLM147,3/3/24,Payment,24047,Indemnity,Medical Provider,USD
CLM169,5/14/24,Payment,35163,Repair,Vendor,USD
CLM194,2/14/24,Expense,2255,Investigation,Legal Counsel,USD
CLM091,1/22/24,Expense,4934,Investigation,Investigator,USD
CLM133,5/16/24,Expense,923,Replacement,Legal Counsel,USD
CLM189,2/8/24,Expense,4022,Replacement,Legal Counsel,USD
CLM107,3/4/24,Expense,2383,Investigation,Investigator,USD
CLM047,1/1/24,Expense,1917,Investigation,Investigator,USD
CLM167,4/1/24,Payment,44798,Indemnity,Vendor,USD
CLM001,1/31/24,Expense,3120,Investigation,Legal Counsel,USD
CLM029,1/18/24,Expense,4060,Replacement,Investigator,USD
CLM153,6/16/24,Expense,3260,Investigation,Legal Counsel,USD
CLM120,2/23/24,Expense,4343,Replacement,Legal Counsel,USD
CLM043,5/12/24,Expense,2587,Replacement,Legal Counsel,USD
CLM189,4/23/24,Expense,674,Replacement,Legal Counsel,USD
CLM117,6/12/24,Payment,37862,Repair,Policyholder,USD
CLM002,5/11/24,Expense,2049,Replacement,Investigator,USD
CLM015,2/10/24,Expense,2921,Replacement,Legal Counsel,USD
CLM036,5/13/24,Payment,465,Repair,Vendor,USD
CLM196,3/28/24,Expense,803,Replacement,Investigator,USD
CLM175,6/4/24,Payment,46882,Medical,Vendor,USD
CLM044,4/9/24,Expense,1293,Investigation,Legal Counsel,USD
CLM002,2/4/24,Payment,13419,Repair,Medical Provider,USD
CLM049,3/25/24,Expense,3343,Investigation,Legal Counsel,USD
CLM142,2/6/24,Payment,43272,Indemnity,Policyholder,USD
CLM173,5/4/24,Expense,3173,Replacement,Investigator,USD
CLM004,5/22/24,Expense,546,Investigation,Investigator,USD
CLM167,6/6/24,Payment,32158,Repair,Policyholder,USD
CLM003,6/17/24,Expense,4885,Investigation,Legal Counsel,USD
CLM132,4/6/24,Payment,23416,Indemnity,Medical Provider,USD
CLM095,1/4/24,Expense,3162,Investigation,Investigator,USD
CLM039,5/29/24,Payment,5284,Legal,Policyholder,USD
CLM051,1/27/24,Expense,4031,Investigation,Investigator,USD
CLM192,3/23/24,Payment,41165,Legal,Vendor,USD
CLM196,6/8/24,Expense,3744,Investigation,Legal Counsel,USD
CLM191,3/30/24,Expense,1760,Investigation,Investigator,USD
CLM192,3/25/24,Expense,4720,Investigation,Investigator,USD
CLM179,5/14/24,Payment,34707,Indemnity,Medical Provider,USD
CLM093,5/11/24,Expense,4193,Investigation,Investigator,USD
CLM131,5/24/24,Payment,1638,Medical,Vendor,USD
CLM076,1/13/24,Expense,904,Investigation,Investigator,USD
CLM040,4/17/24,Expense,2791,Replacement,Investigator,USD
CLM183,4/27/24,Payment,44740,Legal,Policyholder,USD
CLM025,4/22/24,Payment,12551,Repair,Policyholder,USD
CLM185,1/2/24,Expense,1481,Investigation,Investigator,USD
CLM174,3/14/24,Expense,1355,Replacement,Legal Counsel,USD
CLM197,6/10/24,Expense,4696,Investigation,Investigator,USD
CLM032,1/12/24,Expense,647,Investigation,Investigator,USD
CLM118,6/14/24,Expense,836,Replacement,Investigator,USD
CLM152,5/16/24,Payment,19390,Indemnity,Vendor,USD
CLM047,6/19/24,Expense,1372,Investigation,Legal Counsel,USD
CLM026,6/25/24,Expense,2249,Replacement,Investigator,USD
CLM007,2/12/24,Payment,47300,Medical,Vendor,USD
CLM052,5/26/24,Payment,37557,Medical,Medical Provider,USD
CLM008,1/17/24,Payment,19575,Repair,Medical Provider,USD
CLM074,1/17/24,Expense,3449,Replacement,Investigator,USD
CLM093,6/17/24,Expense,3074,Investigation,Legal Counsel,USD
CLM115,1/21/24,Expense,269,Replacement,Investigator,USD
CLM007,6/1/24,Payment,7920,Repair,Medical Provider,USD
CLM008,6/26/24,Payment,19002,Legal,Medical Provider,USD
CLM001,5/4/24,Payment,5376,Repair,Vendor,USD
CLM154,4/4/24,Expense,2208,Replacement,Legal Counsel,USD
CLM125,3/27/24,Expense,3980,Replacement,Legal Counsel,USD
CLM094,6/6/24,Expense,1525,Investigation,Investigator,USD
CLM175,3/26/24,Expense,477,Replacement,Legal Counsel,USD
CLM172,3/28/24,Payment,41391,Indemnity,Policyholder,USD
CLM008,2/9/24,Payment,49168,Legal,Vendor,USD
CLM149,6/12/24,Payment,14967,Medical,Medical Provider,USD
CLM049,1/10/24,Expense,948,Investigation,Investigator,USD
CLM145,6/26/24,Expense,4704,Investigation,Investigator,USD
CLM158,3/4/24,Expense,4505,Investigation,Investigator,USD
CLM191,1/25/24,Expense,918,Investigation,Investigator,USD
CLM195,6/30/24,Payment,7006,Repair,Policyholder,USD
CLM191,3/17/24,Payment,42836,Repair,Vendor,USD
CLM066,4/17/24,Payment,2129,Indemnity,Policyholder,USD
CLM076,5/14/24,Payment,19720,Legal,Vendor,USD
CLM089,4/9/24,Payment,26345,Repair,Policyholder,USD
CLM027,3/30/24,Expense,4280,Investigation,Legal Counsel,USD
CLM007,4/26/24,Expense,4511,Replacement,Legal Counsel,USD
CLM084,4/10/24,Payment,3783,Legal,Vendor,USD
CLM092,5/15/24,Payment,8439,Medical,Medical Provider,USD
CLM040,3/5/24,Payment,49161,Repair,Vendor,USD
CLM133,5/7/24,Payment,10365,Medical,Vendor,USD
CLM069,4/19/24,Expense,4971,Replacement,Investigator,USD
CLM197,3/23/24,Payment,44930,Legal,Policyholder,USD
CLM119,6/14/24,Payment,13688,Indemnity,Medical Provider,USD
CLM163,2/17/24,Payment,37949,Legal,Policyholder,USD
CLM197,4/16/24,Payment,23306,Indemnity,Medical Provider,USD
CLM141,6/25/24,Expense,1862,Replacement,Investigator,USD
CLM069,2/1/24,Payment,23775,Medical,Medical Provider,USD
CLM125,2/1/24,Expense,3094,Replacement,Legal Counsel,USD
CLM130,4/20/24,Expense,3562,Investigation,Legal Counsel,USD
CLM099,3/24/24,Payment,12110,Legal,Medical Provider,USD
CLM069,6/1/24,Payment,9270,Repair,Vendor,USD
CLM196,5/15/24,Expense,4414,Investigation,Investigator,USD
CLM111,6/25/24,Expense,469,Replacement,Investigator,USD
CLM159,4/12/24,Payment,7745,Indemnity,Policyholder,USD
CLM032,6/20/24,Payment,36888,Legal,Policyholder,USD
CLM091,4/2/24,Expense,4397,Replacement,Legal Counsel,USD
CLM115,2/27/24,Expense,3161,Replacement,Investigator,USD
CLM113,6/29/24,Expense,2759,Replacement,Legal Counsel,USD
CLM041,2/2/24,Payment,3631,Legal,Policyholder,USD
CLM014,5/22/24,Expense,2117,Investigation,Legal Counsel,USD
CLM071,4/14/24,Expense,651,Replacement,Legal Counsel,USD
CLM016,5/23/24,Expense,4767,Replacement,Legal Counsel,USD
CLM119,4/15/24,Payment,15242,Medical,Medical Provider,USD
CLM011,5/28/24,Expense,1868,Investigation,Investigator,USD
CLM109,2/4/24,Expense,4666,Replacement,Investigator,USD
CLM170,3/10/24,Payment,9754,Repair,Medical Provider,USD
CLM181,4/16/24,Expense,2702,Replacement,Investigator,USD
CLM151,5/21/24,Payment,44879,Legal,Medical Provider,USD
CLM076,4/22/24,Expense,3969,Replacement,Investigator,USD
CLM127,2/28/24,Payment,47037,Repair,Policyholder,USD
CLM197,5/15/24,Payment,45996,Repair,Policyholder,USD
CLM010,5/6/24,Payment,3039,Indemnity,Vendor,USD
CLM136,1/26/24,Payment,3836,Legal,Vendor,USD
CLM065,3/3/24,Payment,1542,Indemnity,Policyholder,USD
CLM069,6/22/24,Payment,24424,Legal,Medical Provider,USD
CLM115,2/12/24,Payment,19870,Medical,Medical Provider,USD
CLM161,1/30/24,Payment,12189,Repair,Medical Provider,USD
CLM197,1/26/24,Payment,9659,Repair,Policyholder,USD
CLM194,4/10/24,Payment,26327,Medical,Medical Provider,USD
CLM059,1/14/24,Expense,870,Replacement,Legal Counsel,USD
CLM199,2/29/24,Expense,4345,Investigation,Legal Counsel,USD
CLM132,4/21/24,Expense,4618,Replacement,Investigator,USD
CLM071,2/9/24,Payment,34275,Legal,Policyholder,USD
CLM052,5/25/24,Expense,2734,Replacement,Legal Counsel,USD
CLM149,4/27/24,Payment,20194,Repair,Vendor,USD
CLM152,3/6/24,Payment,4180,Indemnity,Medical Provider,USD
CLM188,5/14/24,Expense,4813,Replacement,Legal Counsel,USD
CLM173,4/13/24,Payment,13315,Legal,Policyholder,USD
CLM043,4/14/24,Payment,36898,Repair,Vendor,USD
CLM090,6/11/24,Expense,4699,Replacement,Investigator,USD
CLM094,6/2/24,Expense,2834,Replacement,Legal Counsel,USD
CLM052,1/21/24,Payment,18644,Legal,Policyholder,USD
CLM182,3/17/24,Payment,39548,Indemnity,Vendor,USD
CLM150,2/6/24,Payment,29241,Medical,Medical Provider,USD
CLM018,6/2/24,Expense,2027,Investigation,Legal Counsel,USD
CLM017,6/2/24,Payment,5697,Indemnity,Medical Provider,USD
CLM047,3/25/24,Payment,29097,Legal,Medical Provider,USD
CLM078,3/31/24,Expense,4086,Investigation,Investigator,USD
CLM020,2/21/24,Payment,36547,Medical,Policyholder,USD
CLM051,5/22/24,Payment,13470,Indemnity,Policyholder,USD
CLM059,6/27/24,Payment,4697,Medical,Vendor,USD
CLM055,6/14/24,Expense,4003,Replacement,Legal Counsel,USD
CLM110,3/17/24,Expense,284,Investigation,Investigator,USD
CLM056,2/26/24,Expense,2176,Replacement,Legal Counsel,USD
CLM166,5/15/24,Expense,4999,Replacement,Investigator,USD
CLM195,3/15/24,Payment,11709,Medical,Policyholder,USD
CLM131,5/11/24,Payment,18962,Medical,Policyholder,USD
CLM185,5/24/24,Expense,1037,Replacement,Legal Counsel,USD
CLM189,1/3/24,Expense,923,Investigation,Legal Counsel,USD
CLM054,5/17/24,Payment,24730,Medical,Medical Provider,USD
CLM148,6/30/24,Payment,33620,Repair,Policyholder,USD
CLM147,1/3/24,Expense,4192,Replacement,Investigator,USD
CLM147,3/23/24,Payment,3314,Medical,Vendor,USD
CLM181,4/15/24,Expense,198,Replacement,Legal Counsel,USD
CLM152,2/9/24,Payment,30944,Repair,Medical Provider,USD
CLM174,6/18/24,Expense,702,Replacement,Legal Counsel,USD
CLM128,5/26/24,Payment,12057,Indemnity,Vendor,USD
CLM198,3/27/24,Payment,17772,Medical,Policyholder,USD
CLM055,6/24/24,Payment,18265,Indemnity,Vendor,USD
CLM093,1/30/24,Expense,2082,Investigation,Investigator,USD
CLM107,5/1/24,Expense,1181,Replacement,Investigator,USD
CLM059,4/29/24,Expense,3224,Investigation,Legal Counsel,USD
CLM001,3/28/24,Expense,2216,Replacement,Legal Counsel,USD
CLM098,2/22/24,Expense,3297,Replacement,Investigator,USD
CLM107,4/25/24,Payment,16409,Legal,Vendor,USD
CLM084,1/30/24,Payment,37151,Indemnity,Medical Provider,USD
CLM092,4/27/24,Payment,4948,Repair,Medical Provider,USD
CLM102,6/27/24,Expense,2387,Investigation,Investigator,USD
CLM144,1/19/24,Payment,18763,Indemnity,Vendor,USD
CLM039,5/22/24,Expense,800,Replacement,Investigator,USD
CLM190,1/18/24,Payment,42936,Indemnity,Policyholder,USD
CLM066,4/18/24,Payment,20754,Medical,Vendor,USD
