Claim ID,Milestone Name,Milestone Date,Duration in Stage
CLM0181,Investigation Complete,2/15/24,28
CLM0181,Settlement Offer Made,2/22/24,7
CLM0182,Claim Assigned,3/1/24,0
CLM0182,Initial Contact Made,3/2/24,1
CLM0183,Claim Assigned,1/14/24,0
CLM0183,Initial Contact Made,1/15/24,1
CLM0183,Investigation Complete,2/4/24,20
CLM0183,Settlement Offer Made,2/10/24,6
CLM0183,Claim Closed,2/17/24,7
CLM0184,Claim Assigned,1/1/24,0
CLM0184,Initial Contact Made,1/2/24,1
CLM0185,Claim Assigned,3/1/24,0
CLM0185,Initial Contact Made,3/2/24,1
CLM0186,Claim Assigned,1/3/24,0
CLM0186,Initial Contact Made,1/4/24,1
CLM0187,Claim Assigned,3/5/24,0
CLM0187,Initial Contact Made,3/6/24,1
CLM0187,Investigation Complete,4/12/24,37
CLM0188,Claim Assigned,3/15/24,0
CLM0188,Initial Contact Made,3/16/24,1
CLM0188,Investigation Complete,3/27/24,11
CLM0188,Settlement Offer Made,4/4/24,8
CLM0189,Claim Assigned,3/25/24,0
CLM0189,Initial Contact Made,3/26/24,1
CLM0189,Investigation Complete,4/25/24,30
CLM0190,Claim Assigned,1/6/24,0
CLM0190,Initial Contact Made,1/7/24,1
CLM0190,Investigation Complete,1/30/24,23
CLM0191,Claim Assigned,2/15/24,0
CLM0191,Initial Contact Made,2/16/24,1
CLM0192,Claim Assigned,3/18/24,0
CLM0192,Initial Contact Made,3/19/24,1
CLM0193,Claim Assigned,2/2/24,0
CLM0193,Initial Contact Made,2/3/24,1
CLM0193,Investigation Complete,2/26/24,23
CLM0194,Claim Assigned,1/29/24,0
CLM0194,Initial Contact Made,1/30/24,1
CLM0194,Investigation Complete,3/10/24,40
CLM0194,Settlement Offer Made,3/22/24,12
CLM0194,Claim Closed,3/30/24,8
CLM0195,Claim Assigned,1/10/24,0
CLM0195,Initial Contact Made,1/11/24,1
CLM0195,Investigation Complete,2/13/24,33
CLM0195,Settlement Offer Made,2/16/24,3
CLM0195,Claim Closed,2/27/24,11
CLM0196,Claim Assigned,2/4/24,0
CLM0196,Initial Contact Made,2/5/24,1
CLM0197,Claim Assigned,2/20/24,0
CLM0197,Initial Contact Made,2/21/24,1
CLM0198,Claim Assigned,2/22/24,0
CLM0198,Initial Contact Made,2/23/24,1
CLM0199,Claim Assigned,2/7/24,0
CLM0199,Initial Contact Made,2/8/24,1
CLM0199,Investigation Complete,3/8/24,29
CLM0199,Settlement Offer Made,3/22/24,14
CLM0199,Claim Closed,3/25/24,3
CLM0200,Claim Assigned,3/10/24,0
CLM0200,Initial Contact Made,3/11/24,1
CLM0200,Investigation Complete,4/15/24,35
CLM0200,Settlement Offer Made,4/22/24,7
CLM0200,Claim Closed,4/25/24,3
CLM0201,Claim Assigned,1/10/24,0
CLM0201,Initial Contact Made,1/11/24,1
CLM0201,Investigation Complete,1/29/24,18
CLM0201,Settlement Offer Made,2/3/24,5
CLM0201,Claim Closed,2/12/24,9
CLM0202,Claim Assigned,1/19/24,0
CLM0202,Initial Contact Made,1/20/24,1
CLM0203,Claim Assigned,1/6/24,0
CLM0203,Initial Contact Made,1/7/24,1
CLM0203,Investigation Complete,2/14/24,38
CLM0203,Settlement Offer Made,2/29/24,15
CLM0203,Claim Closed,3/10/24,10
CLM0204,Claim Assigned,3/16/24,0
CLM0204,Initial Contact Made,3/17/24,1
CLM0204,Investigation Complete,4/10/24,24
CLM0204,Settlement Offer Made,4/22/24,12
CLM0205,Claim Assigned,2/20/24,0
CLM0205,Initial Contact Made,2/21/24,1
CLM0205,Investigation Complete,3/7/24,15
CLM0206,Claim Assigned,2/22/24,0
CLM0206,Initial Contact Made,2/23/24,1
CLM0206,Investigation Complete,3/11/24,17
CLM0206,Settlement Offer Made,3/16/24,5
CLM0207,Claim Assigned,2/21/24,0
CLM0207,Initial Contact Made,2/22/24,1
CLM0207,Investigation Complete,3/15/24,22
CLM0207,Settlement Offer Made,3/18/24,3
CLM0208,Claim Assigned,3/30/24,0
CLM0208,Initial Contact Made,3/31/24,1
CLM0208,Investigation Complete,5/10/24,40
CLM0208,Settlement Offer Made,5/14/24,4
CLM0209,Claim Assigned,1/20/24,0
CLM0209,Initial Contact Made,1/21/24,1
CLM0209,Investigation Complete,2/13/24,23
CLM0209,Settlement Offer Made,2/24/24,11
CLM0210,Claim Assigned,1/4/24,0
CLM0210,Initial Contact Made,1/5/24,1
CLM0210,Investigation Complete,1/27/24,22
CLM0211,Claim Assigned,2/13/24,0
CLM0211,Initial Contact Made,2/14/24,1
CLM0211,Investigation Complete,3/13/24,28
CLM0211,Settlement Offer Made,3/20/24,7
CLM0211,Claim Closed,3/29/24,9
CLM0212,Claim Assigned,1/25/24,0
CLM0212,Initial Contact Made,1/26/24,1
CLM0213,Claim Assigned,3/6/24,0
CLM0213,Initial Contact Made,3/7/24,1
CLM0213,Investigation Complete,3/24/24,17
CLM0213,Settlement Offer Made,4/4/24,11
CLM0214,Claim Assigned,3/10/24,0
CLM0214,Initial Contact Made,3/11/24,1
CLM0215,Claim Assigned,2/24/24,0
CLM0215,Initial Contact Made,2/25/24,1
CLM0215,Investigation Complete,3/19/24,23
CLM0215,Settlement Offer Made,3/27/24,8
CLM0216,Claim Assigned,3/21/24,0
CLM0216,Initial Contact Made,3/22/24,1
CLM0216,Investigation Complete,4/2/24,11
CLM0217,Claim Assigned,2/5/24,0
CLM0217,Initial Contact Made,2/6/24,1
CLM0217,Investigation Complete,2/23/24,17
CLM0218,Claim Assigned,1/31/24,0
CLM0218,Initial Contact Made,2/1/24,1
CLM0218,Investigation Complete,3/9/24,37
CLM0218,Settlement Offer Made,3/13/24,4
CLM0219,Claim Assigned,3/12/24,0
CLM0219,Initial Contact Made,3/13/24,1
CLM0219,Investigation Complete,4/14/24,32
CLM0220,Claim Assigned,3/26/24,0
CLM0220,Initial Contact Made,3/27/24,1
CLM0221,Claim Assigned,1/14/24,0
CLM0221,Initial Contact Made,1/15/24,1
CLM0222,Claim Assigned,1/13/24,0
CLM0222,Initial Contact Made,1/14/24,1
CLM0222,Investigation Complete,2/17/24,34
CLM0223,Claim Assigned,3/29/24,0
CLM0223,Initial Contact Made,3/30/24,1
CLM0223,Investigation Complete,4/16/24,17
CLM0223,Settlement Offer Made,4/28/24,12
CLM0223,Claim Closed,5/10/24,12
CLM0224,Claim Assigned,2/17/24,0
CLM0224,Initial Contact Made,2/18/24,1
CLM0224,Investigation Complete,3/26/24,37
CLM0225,Claim Assigned,2/21/24,0
CLM0225,Initial Contact Made,2/22/24,1
CLM0225,Investigation Complete,3/19/24,26
CLM0225,Settlement Offer Made,3/27/24,8
CLM0225,Claim Closed,4/5/24,9
CLM0226,Claim Assigned,2/8/24,0
CLM0226,Initial Contact Made,2/9/24,1
CLM0226,Investigation Complete,3/6/24,26
CLM0226,Settlement Offer Made,3/12/24,6
CLM0227,Claim Assigned,3/4/24,0
CLM0227,Initial Contact Made,3/5/24,1
CLM0227,Investigation Complete,3/28/24,23
CLM0228,Claim Assigned,3/8/24,0
CLM0228,Initial Contact Made,3/9/24,1
CLM0228,Investigation Complete,3/30/24,21
CLM0229,Claim Assigned,2/4/24,0
CLM0229,Initial Contact Made,2/5/24,1
CLM0229,Investigation Complete,2/27/24,22
CLM0229,Settlement Offer Made,3/1/24,3
CLM0230,Claim Assigned,1/3/24,0
CLM0230,Initial Contact Made,1/4/24,1
CLM0230,Investigation Complete,1/15/24,11
CLM0231,Claim Assigned,3/5/24,0
CLM0231,Initial Contact Made,3/6/24,1
CLM0231,Investigation Complete,3/17/24,11
CLM0232,Claim Assigned,2/24/24,0
CLM0232,Initial Contact Made,2/25/24,1
CLM0232,Investigation Complete,4/2/24,37
CLM0232,Settlement Offer Made,4/17/24,15
CLM0232,Claim Closed,5/2/24,15
CLM0233,Claim Assigned,2/14/24,0
CLM0233,Initial Contact Made,2/15/24,1
CLM0233,Investigation Complete,3/25/24,39
CLM0234,Claim Assigned,1/23/24,0
CLM0234,Initial Contact Made,1/24/24,1
CLM0234,Investigation Complete,2/15/24,22
CLM0235,Claim Assigned,1/13/24,0
CLM0235,Initial Contact Made,1/14/24,1
CLM0235,Investigation Complete,1/25/24,11
CLM0235,Settlement Offer Made,2/1/24,7
CLM0236,Claim Assigned,2/2/24,0
CLM0236,Initial Contact Made,2/3/24,1
CLM0237,Claim Assigned,3/11/24,0
CLM0237,Initial Contact Made,3/12/24,1
CLM0238,Claim Assigned,2/10/24,0
CLM0238,Initial Contact Made,2/11/24,1
CLM0238,Investigation Complete,2/27/24,16
CLM0238,Settlement Offer Made,3/3/24,5
CLM0238,Claim Closed,3/14/24,11
CLM0239,Claim Assigned,1/4/24,0
CLM0239,Initial Contact Made,1/5/24,1
CLM0239,Investigation Complete,1/29/24,24
CLM0240,Claim Assigned,3/30/24,0
CLM0240,Initial Contact Made,3/31/24,1
CLM0240,Investigation Complete,5/9/24,39
CLM0240,Settlement Offer Made,5/16/24,7
CLM0241,Claim Assigned,2/10/24,0
CLM0241,Initial Contact Made,2/11/24,1
CLM0241,Investigation Complete,2/24/24,13
CLM0241,Settlement Offer Made,3/10/24,15
CLM0241,Claim Closed,3/22/24,12
CLM0242,Claim Assigned,2/2/24,0
CLM0242,Initial Contact Made,2/3/24,1
CLM0242,Investigation Complete,3/8/24,34
CLM0242,Settlement Offer Made,3/21/24,13
CLM0242,Claim Closed,4/2/24,12
CLM0243,Claim Assigned,1/10/24,0
CLM0243,Initial Contact Made,1/11/24,1
CLM0243,Investigation Complete,2/15/24,35
CLM0243,Settlement Offer Made,2/23/24,8
CLM0244,Claim Assigned,3/18/24,0
CLM0244,Initial Contact Made,3/19/24,1
CLM0244,Investigation Complete,4/18/24,30
CLM0244,Settlement Offer Made,5/2/24,14
CLM0244,Claim Closed,5/16/24,14
CLM0245,Claim Assigned,1/23/24,0
CLM0245,Initial Contact Made,1/24/24,1
CLM0245,Investigation Complete,2/12/24,19
CLM0245,Settlement Offer Made,2/25/24,13
CLM0245,Claim Closed,3/7/24,11
CLM0246,Claim Assigned,3/30/24,0
CLM0246,Initial Contact Made,3/31/24,1
CLM0246,Investigation Complete,4/13/24,13
CLM0246,Settlement Offer Made,4/16/24,3
CLM0247,Claim Assigned,1/16/24,0
CLM0247,Initial Contact Made,1/17/24,1
CLM0247,Investigation Complete,1/30/24,13
CLM0247,Settlement Offer Made,2/3/24,4
CLM0247,Claim Closed,2/15/24,12
CLM0248,Claim Assigned,2/8/24,0
CLM0248,Initial Contact Made,2/9/24,1
CLM0249,Claim Assigned,1/4/24,0
CLM0249,Initial Contact Made,1/5/24,1
CLM0250,Claim Assigned,3/2/24,0
CLM0250,Initial Contact Made,3/3/24,1
CLM0250,Investigation Complete,3/22/24,19
CLM0250,Settlement Offer Made,4/1/24,10
CLM0250,Claim Closed,4/7/24,6
CLM0251,Claim Assigned,2/25/24,0
CLM0251,Initial Contact Made,2/26/24,1
CLM0251,Investigation Complete,4/6/24,40
CLM0251,Settlement Offer Made,4/11/24,5
CLM0252,Claim Assigned,2/14/24,0
CLM0252,Initial Contact Made,2/15/24,1
CLM0252,Investigation Complete,3/21/24,35
CLM0252,Settlement Offer Made,3/26/24,5
CLM0253,Claim Assigned,3/26/24,0
CLM0253,Initial Contact Made,3/27/24,1
CLM0253,Investigation Complete,4/29/24,33
CLM0253,Settlement Offer Made,5/6/24,7
CLM0253,Claim Closed,5/14/24,8
CLM0254,Claim Assigned,1/12/24,0
CLM0254,Initial Contact Made,1/13/24,1
CLM0254,Investigation Complete,2/17/24,35
CLM0254,Settlement Offer Made,2/26/24,9
CLM0254,Claim Closed,3/8/24,11
CLM0255,Claim Assigned,1/8/24,0
CLM0255,Initial Contact Made,1/9/24,1
CLM0255,Investigation Complete,2/17/24,39
CLM0256,Claim Assigned,2/20/24,0
CLM0256,Initial Contact Made,2/21/24,1
CLM0256,Investigation Complete,3/12/24,20
CLM0256,Settlement Offer Made,3/24/24,12
CLM0257,Claim Assigned,2/11/24,0
CLM0257,Initial Contact Made,2/12/24,1
CLM0258,Claim Assigned,3/15/24,0
CLM0258,Initial Contact Made,3/16/24,1
CLM0258,Investigation Complete,4/12/24,27
CLM0258,Settlement Offer Made,4/17/24,5
CLM0258,Claim Closed,4/28/24,11
CLM0259,Claim Assigned,1/19/24,0
CLM0259,Initial Contact Made,1/20/24,1
CLM0259,Investigation Complete,2/1/24,12
CLM0259,Settlement Offer Made,2/5/24,4
CLM0259,Claim Closed,2/9/24,4
CLM0260,Claim Assigned,2/16/24,0
CLM0260,Initial Contact Made,2/17/24,1
CLM0261,Claim Assigned,3/1/24,0
CLM0261,Initial Contact Made,3/2/24,1
CLM0261,Investigation Complete,4/8/24,37
CLM0261,Settlement Offer Made,4/16/24,8
CLM0261,Claim Closed,4/24/24,8
CLM0262,Claim Assigned,2/10/24,0
CLM0262,Initial Contact Made,2/11/24,1
CLM0263,Claim Assigned,1/1/24,0
CLM0263,Initial Contact Made,1/2/24,1
CLM0263,Investigation Complete,2/8/24,37
CLM0263,Settlement Offer Made,2/20/24,12
CLM0264,Claim Assigned,1/30/24,0
CLM0264,Initial Contact Made,1/31/24,1
CLM0264,Investigation Complete,3/2/24,31
CLM0264,Settlement Offer Made,3/10/24,8
CLM0264,Claim Closed,3/21/24,11
CLM0265,Claim Assigned,3/3/24,0
CLM0265,Initial Contact Made,3/4/24,1
CLM0265,Investigation Complete,4/9/24,36
CLM0265,Settlement Offer Made,4/23/24,14
CLM0265,Claim Closed,5/7/24,14
CLM0266,Claim Assigned,2/18/24,0
CLM0266,Initial Contact Made,2/19/24,1
CLM0266,Investigation Complete,3/3/24,13
CLM0267,Claim Assigned,1/12/24,0
CLM0267,Initial Contact Made,1/13/24,1
CLM0267,Investigation Complete,2/21/24,39
CLM0267,Settlement Offer Made,3/6/24,14
CLM0267,Claim Closed,3/11/24,5
CLM0268,Claim Assigned,1/17/24,0
CLM0268,Initial Contact Made,1/18/24,1
CLM0268,Investigation Complete,2/17/24,30
CLM0269,Claim Assigned,1/20/24,0
CLM0269,Initial Contact Made,1/21/24,1
CLM0269,Investigation Complete,2/18/24,28
CLM0269,Settlement Offer Made,2/27/24,9
CLM0270,Claim Assigned,2/15/24,0
CLM0270,Initial Contact Made,2/16/24,1
CLM0270,Investigation Complete,3/25/24,38
CLM0271,Claim Assigned,2/14/24,0
CLM0271,Initial Contact Made,2/15/24,1
CLM0272,Claim Assigned,1/29/24,0
CLM0272,Initial Contact Made,1/30/24,1
CLM0272,Investigation Complete,3/1/24,31
CLM0272,Settlement Offer Made,3/15/24,14
CLM0273,Claim Assigned,1/15/24,0
CLM0273,Initial Contact Made,1/16/24,1
CLM0273,Investigation Complete,2/8/24,23
CLM0273,Settlement Offer Made,2/21/24,13
CLM0274,Claim Assigned,2/12/24,0
CLM0274,Initial Contact Made,2/13/24,1
CLM0275,Claim Assigned,1/10/24,0
CLM0275,Initial Contact Made,1/11/24,1
CLM0275,Investigation Complete,1/25/24,14
CLM0276,Claim Assigned,3/5/24,0
CLM0276,Initial Contact Made,3/6/24,1
CLM0276,Investigation Complete,3/20/24,14
CLM0276,Settlement Offer Made,3/23/24,3
CLM0276,Claim Closed,4/7/24,15
CLM0277,Claim Assigned,2/10/24,0
CLM0277,Initial Contact Made,2/11/24,1
CLM0277,Investigation Complete,2/26/24,15
CLM0278,Claim Assigned,1/25/24,0
CLM0278,Initial Contact Made,1/26/24,1
CLM0278,Investigation Complete,2/13/24,18
CLM0279,Claim Assigned,2/2/24,0
CLM0279,Initial Contact Made,2/3/24,1
CLM0279,Investigation Complete,3/5/24,31
CLM0279,Settlement Offer Made,3/14/24,9
CLM0279,Claim Closed,3/27/24,13
CLM0280,Claim Assigned,1/28/24,0
CLM0280,Initial Contact Made,1/29/24,1
CLM0281,Claim Assigned,1/14/24,0
CLM0281,Initial Contact Made,1/15/24,1
CLM0281,Investigation Complete,2/2/24,18
CLM0281,Settlement Offer Made,2/12/24,10
CLM0281,Claim Closed,2/22/24,10
CLM0282,Claim Assigned,1/30/24,0
CLM0282,Initial Contact Made,1/31/24,1
CLM0282,Investigation Complete,2/22/24,22
CLM0282,Settlement Offer Made,3/6/24,13
CLM0283,Claim Assigned,3/4/24,0
CLM0283,Initial Contact Made,3/5/24,1
CLM0284,Claim Assigned,1/17/24,0
CLM0284,Initial Contact Made,1/18/24,1
CLM0285,Claim Assigned,3/9/24,0
CLM0285,Initial Contact Made,3/10/24,1
CLM0286,Claim Assigned,2/3/24,0
CLM0286,Initial Contact Made,2/4/24,1
CLM0287,Claim Assigned,2/17/24,0
CLM0287,Initial Contact Made,2/18/24,1
CLM0287,Investigation Complete,2/29/24,11
CLM0288,Claim Assigned,3/14/24,0
CLM0288,Initial Contact Made,3/15/24,1
CLM0288,Investigation Complete,4/15/24,31
CLM0288,Settlement Offer Made,4/22/24,7
CLM0289,Claim Assigned,1/2/24,0
CLM0289,Initial Contact Made,1/3/24,1
CLM0289,Investigation Complete,2/2/24,30
CLM0289,Settlement Offer Made,2/13/24,11
CLM0290,Claim Assigned,2/17/24,0
CLM0290,Initial Contact Made,2/18/24,1
CLM0290,Investigation Complete,3/4/24,15
CLM0291,Claim Assigned,2/1/24,0
CLM0291,Initial Contact Made,2/2/24,1
CLM0291,Investigation Complete,3/9/24,36
CLM0292,Claim Assigned,1/28/24,0
CLM0292,Initial Contact Made,1/29/24,1
CLM0292,Investigation Complete,2/17/24,19
CLM0292,Settlement Offer Made,2/24/24,7
CLM0292,Claim Closed,3/8/24,13
CLM0293,Claim Assigned,1/19/24,0
CLM0293,Initial Contact Made,1/20/24,1
CLM0293,Investigation Complete,2/21/24,32
CLM0293,Settlement Offer Made,3/2/24,10
CLM0293,Claim Closed,3/8/24,6
CLM0294,Claim Assigned,2/21/24,0
CLM0294,Initial Contact Made,2/22/24,1
CLM0294,Investigation Complete,3/12/24,19
CLM0294,Settlement Offer Made,3/27/24,15
CLM0294,Claim Closed,3/30/24,3
CLM0295,Claim Assigned,1/31/24,0
CLM0295,Initial Contact Made,2/1/24,1
CLM0295,Investigation Complete,2/29/24,28
CLM0295,Settlement Offer Made,3/15/24,15
CLM0295,Claim Closed,3/28/24,13
CLM0296,Claim Assigned,3/6/24,0
CLM0296,Initial Contact Made,3/7/24,1
CLM0296,Investigation Complete,4/14/24,38
CLM0296,Settlement Offer Made,4/24/24,10
CLM0297,Claim Assigned,3/30/24,0
CLM0297,Initial Contact Made,3/31/24,1
CLM0298,Claim Assigned,1/15/24,0
CLM0298,Initial Contact Made,1/16/24,1
CLM0298,Investigation Complete,2/20/24,35
CLM0298,Settlement Offer Made,3/1/24,10
CLM0299,Claim Assigned,2/14/24,0
CLM0299,Initial Contact Made,2/15/24,1
CLM0300,Claim Assigned,3/28/24,0
CLM0300,Initial Contact Made,3/29/24,1
CLM0300,Investigation Complete,4/24/24,26
CLM0300,Settlement Offer Made,5/2/24,8
CLM0300,Claim Closed,5/15/24,13
CLM0301,Claim Assigned,2/8/24,0
CLM0301,Initial Contact Made,2/9/24,1
CLM0301,Investigation Complete,2/21/24,12
CLM0302,Claim Assigned,1/22/24,0
CLM0302,Initial Contact Made,1/23/24,1
CLM0302,Investigation Complete,2/17/24,25
CLM0302,Settlement Offer Made,2/25/24,8
CLM0303,Claim Assigned,3/24/24,0
CLM0303,Initial Contact Made,3/25/24,1
CLM0303,Investigation Complete,4/27/24,33
CLM0303,Settlement Offer Made,5/6/24,9
CLM0304,Claim Assigned,1/26/24,0
CLM0304,Initial Contact Made,1/27/24,1
CLM0304,Investigation Complete,2/19/24,23
CLM0305,Claim Assigned,1/5/24,0
CLM0305,Initial Contact Made,1/6/24,1
CLM0306,Claim Assigned,2/11/24,0
CLM0306,Initial Contact Made,2/12/24,1
CLM0306,Investigation Complete,3/13/24,30
CLM0307,Claim Assigned,3/26/24,0
CLM0307,Initial Contact Made,3/27/24,1
CLM0308,Claim Assigned,1/31/24,0
CLM0308,Initial Contact Made,2/1/24,1
CLM0308,Investigation Complete,2/24/24,23
CLM0309,Claim Assigned,3/17/24,0
CLM0309,Initial Contact Made,3/18/24,1
CLM0310,Claim Assigned,2/25/24,0
CLM0310,Initial Contact Made,2/26/24,1
CLM0311,Claim Assigned,1/29/24,0
CLM0311,Initial Contact Made,1/30/24,1
CLM0311,Investigation Complete,2/10/24,11
CLM0311,Settlement Offer Made,2/21/24,11
CLM0311,Claim Closed,2/27/24,6
CLM0312,Claim Assigned,1/12/24,0
CLM0312,Initial Contact Made,1/13/24,1
CLM0312,Investigation Complete,2/10/24,28
CLM0313,Claim Assigned,1/12/24,0
CLM0313,Initial Contact Made,1/13/24,1
CLM0313,Investigation Complete,2/21/24,39
CLM0313,Settlement Offer Made,2/28/24,7
CLM0313,Claim Closed,3/11/24,12
CLM0314,Claim Assigned,1/9/24,0
CLM0314,Initial Contact Made,1/10/24,1
CLM0314,Investigation Complete,1/30/24,20
CLM0314,Settlement Offer Made,2/3/24,4
CLM0315,Claim Assigned,3/10/24,0
CLM0315,Initial Contact Made,3/11/24,1
CLM0315,Investigation Complete,4/18/24,38
CLM0315,Settlement Offer Made,4/27/24,9
CLM0316,Claim Assigned,3/1/24,0
CLM0316,Initial Contact Made,3/2/24,1
CLM0317,Claim Assigned,1/30/24,0
CLM0317,Initial Contact Made,1/31/24,1
CLM0318,Claim Assigned,2/10/24,0
CLM0318,Initial Contact Made,2/11/24,1
CLM0319,Claim Assigned,3/25/24,0
CLM0319,Initial Contact Made,3/26/24,1
CLM0319,Investigation Complete,4/26/24,31
CLM0320,Claim Assigned,2/3/24,0
CLM0320,Initial Contact Made,2/4/24,1
CLM0320,Investigation Complete,2/14/24,10
CLM0320,Settlement Offer Made,2/27/24,13
CLM0320,Claim Closed,3/1/24,3
CLM0321,Claim Assigned,3/12/24,0
CLM0321,Initial Contact Made,3/13/24,1
CLM0321,Investigation Complete,4/4/24,22
CLM0322,Claim Assigned,2/14/24,0
CLM0322,Initial Contact Made,2/15/24,1
CLM0323,Claim Assigned,3/7/24,0
CLM0323,Initial Contact Made,3/8/24,1
CLM0323,Investigation Complete,4/2/24,25
CLM0324,Claim Assigned,2/8/24,0
CLM0324,Initial Contact Made,2/9/24,1
CLM0324,Investigation Complete,3/2/24,22
CLM0324,Settlement Offer Made,3/5/24,3
CLM0324,Claim Closed,3/16/24,11
CLM0325,Claim Assigned,1/1/24,0
CLM0325,Initial Contact Made,1/2/24,1
CLM0325,Investigation Complete,1/30/24,28
CLM0325,Settlement Offer Made,2/8/24,9
CLM0326,Claim Assigned,1/26/24,0
CLM0326,Initial Contact Made,1/27/24,1
CLM0327,Claim Assigned,3/17/24,0
CLM0327,Initial Contact Made,3/18/24,1
CLM0327,Investigation Complete,4/17/24,30
CLM0327,Settlement Offer Made,4/23/24,6
CLM0327,Claim Closed,4/26/24,3
CLM0328,Claim Assigned,1/6/24,0
CLM0328,Initial Contact Made,1/7/24,1
CLM0328,Investigation Complete,1/24/24,17
CLM0328,Settlement Offer Made,2/7/24,14
CLM0329,Claim Assigned,1/14/24,0
CLM0329,Initial Contact Made,1/15/24,1
CLM0329,Investigation Complete,2/19/24,35
CLM0329,Settlement Offer Made,2/29/24,10
CLM0329,Claim Closed,3/12/24,12
CLM0330,Claim Assigned,3/19/24,0
CLM0330,Initial Contact Made,3/20/24,1
CLM0330,Investigation Complete,4/13/24,24
CLM0330,Settlement Offer Made,4/27/24,14
CLM0330,Claim Closed,5/12/24,15
CLM0331,Claim Assigned,1/31/24,0
CLM0331,Initial Contact Made,2/1/24,1
CLM0331,Investigation Complete,2/26/24,25
CLM0331,Settlement Offer Made,3/10/24,13
CLM0331,Claim Closed,3/19/24,9
CLM0332,Claim Assigned,1/26/24,0
CLM0332,Initial Contact Made,1/27/24,1
CLM0332,Investigation Complete,2/28/24,32
CLM0332,Settlement Offer Made,3/9/24,10
CLM0333,Claim Assigned,1/29/24,0
CLM0333,Initial Contact Made,1/30/24,1
CLM0334,Claim Assigned,3/24/24,0
CLM0334,Initial Contact Made,3/25/24,1
CLM0334,Investigation Complete,5/4/24,40
CLM0334,Settlement Offer Made,5/17/24,13
CLM0334,Claim Closed,6/1/24,15
CLM0335,Claim Assigned,2/14/24,0
CLM0335,Initial Contact Made,2/15/24,1
CLM0336,Claim Assigned,2/9/24,0
CLM0336,Initial Contact Made,2/10/24,1
CLM0336,Investigation Complete,3/18/24,37
CLM0336,Settlement Offer Made,3/21/24,3
CLM0337,Claim Assigned,1/3/24,0
CLM0337,Initial Contact Made,1/4/24,1
CLM0337,Investigation Complete,1/24/24,20
CLM0338,Claim Assigned,1/27/24,0
CLM0338,Initial Contact Made,1/28/24,1
CLM0338,Investigation Complete,2/24/24,27
CLM0338,Settlement Offer Made,2/29/24,5
CLM0339,Claim Assigned,1/4/24,0
CLM0339,Initial Contact Made,1/5/24,1
